"site","mean_value","id","zip"
1,2.42531920472781e-13,2,96720
2,2.42531920472781e-13,2,96720
3,2.42531920472781e-13,2,96720
4,2.42531920472781e-13,2,96720
5,2.42531920472781e-13,2,96720
6,2.42531920472781e-13,2,96720
7,2.42531920472781e-13,2,96720
8,2.42531920472781e-13,2,96720
9,2.42531920472781e-13,2,96720
10,2.42531920472781e-13,2,96720
11,2.42531920472781e-13,2,96720
12,2.42531920472781e-13,2,96720
13,2.42531920472781e-13,2,96720
14,2.42531920472781e-13,2,96720
15,2.42531920472781e-13,2,96720
16,2.42531920472781e-13,2,96720
17,2.42531920472781e-13,2,96720
18,2.42531920472781e-13,2,96720
19,2.42531920472781e-13,2,96720
20,-30.1700682690593,2,96720
21,2.42531920472781e-13,2,96720
22,2.42531920472781e-13,2,96720
23,-30.1700682690593,2,96720
1,-1.45519152283669e-12,9,96822
2,-1.45519152283669e-12,9,96822
3,-1.45519152283669e-12,9,96822
4,-1.45519152283669e-12,9,96822
5,-1.45519152283669e-12,9,96822
6,-1.45519152283669e-12,9,96822
7,-1.45519152283669e-12,9,96822
8,-1.45519152283669e-12,9,96822
9,-1.45519152283669e-12,9,96822
10,-1.45519152283669e-12,9,96822
11,-1.45519152283669e-12,9,96822
12,-1.45519152283669e-12,9,96822
13,-1.45519152283669e-12,9,96822
14,-1.45519152283669e-12,9,96822
15,-1.45519152283669e-12,9,96822
16,-1.45519152283669e-12,9,96822
17,-107.351030347714,9,96822
18,-1.45519152283669e-12,9,96822
19,-1.45519152283669e-12,9,96822
20,-1.45519152283669e-12,9,96822
21,-1.45519152283669e-12,9,96822
22,-1.45519152283669e-12,9,96822
23,-107.351030362227,9,96822
1,3.39544688661893e-12,15,96717
2,3.39544688661893e-12,15,96717
3,3.39544688661893e-12,15,96717
4,3.39544688661893e-12,15,96717
5,3.39544688661893e-12,15,96717
6,3.39544688661893e-12,15,96717
7,3.39544688661893e-12,15,96717
8,3.39544688661893e-12,15,96717
9,3.39544688661893e-12,15,96717
10,3.39544688661893e-12,15,96717
11,3.39544688661893e-12,15,96717
12,3.39544688661893e-12,15,96717
13,3.39544688661893e-12,15,96717
14,-34.6644906107826,15,96717
15,3.39544688661893e-12,15,96717
16,3.39544688661893e-12,15,96717
17,3.39544688661893e-12,15,96717
18,3.39544688661893e-12,15,96717
19,3.39544688661893e-12,15,96717
20,3.39544688661893e-12,15,96717
21,3.39544688661893e-12,15,96717
22,3.39544688661893e-12,15,96717
23,-34.6644906107826,15,96717
1,-5.33570225040118e-12,20,96746
2,-5.33570225040118e-12,20,96746
