year,parkname,rum_mean_per_trip,mdcev_mean_per_person,rum_annual_total,mdcev_annual_total,difference,std_dev_rum,ci_lo_2.5_rum,ci_hi_97.5_rum,rum_total_annual_loss,std.dev,ci_lo2.5%,ci_hi97.5%,parkname_numeric
2023,Hipalau,-2.2504136302418076,-1.36726779828842,-4064.2470162167047,-1890.931365032885,-2173.3156511838197,2.9201765588873068,-2.3850946229404766,-2.1157326375431387,-4064.2470162167047,0.231694483117767,-1.82313756897,-1.04117053931032,2
2023,Kaluahaulu,-1.354877908917418,-1.05837719137822,-2446.909503504857,-1463.7356556760783,-983.1738478287789,1.752265647617042,-1.4356938706011741,-1.274061947233662,-2446.909503504857,0.364832824327923,-1.99001641886355,-0.674964991011038,3
2023,Kamananui Trail,-0.47336248098452643,-0.0297509608346188,-854.8926406580547,-41.1455788342778,-813.7470618237769,0.3415062132988463,-0.48911303403922857,-0.4576119279298243,-854.8926406580547,0.00998294976209018,-0.0476350403798719,-0.0163143898709661,4
2023,Kaunala Trail,-2.1501533984864043,-0.517580118421512,-3883.1770376664463,-715.8133037769511,-3167.363733889495,1.6321520177977802,-2.2254296187968294,-2.074877178175979,-3883.1770376664463,0.12880618028121,-0.81764695935164,-0.327599698641507,5
2023,Kawaikoi,-13.381913013807644,-5.42519471714871,-24167.734902936605,-7503.044293816665,-16664.69060911994,17.853989786712358,-14.205354000890477,-12.558472026724811,-24167.734902936605,0.60105038986514,-6.41853902795782,-4.44247840035948,6
2023,Keanakolu Ranger & Bunkhouse Cabins,-3.9278305888003855,-1.32367093921412,-7093.662043373496,-1830.6369089331279,-5263.025134440368,10.174649955520865,-4.397093980495154,-3.4585671971056167,-7093.662043373496,0.250166239558677,-1.73536100353407,-0.944047588112172,7
2023,Kuaokala Trail,-20.22953116917361,-5.99421190451137,-36534.53329152754,-8289.995063939225,-28244.538227588317,13.858341625664444,-20.868689511028446,-19.590372827318777,-36534.53329152754,0.41608635881938,-6.81615944729496,-5.30331463949104,8
2023,Kulanaahane Trail,-0.8696713194789039,-0.0800258862446148,-1570.6264029789004,-110.67580067630227,-1459.950602302598,0.6277527016352725,-0.8986238007143963,-0.8407188382434114,-1570.6264029789004,0.0297283750277723,-0.142578314244589,-0.0340286559620778,9
2023,Kuliouou Trail,-3.2080986763853203,-0.30529473559614,-5793.8262095518885,-422.2226193294616,-5371.603590222427,2.668437683099153,-3.331169260943149,-3.0850280918274917,-5793.8262095518885,0.0462810749212789,-0.402991682507772,-0.239923170270261,10
2023,Lonomea,-8.422257847694297,-4.69072643513115,-15210.5976729359,-6487.274659786381,-8723.32301314952,10.985546001086307,-8.92892044528975,-7.915595250098844,-15210.5976729359,0.410495917509775,-5.3988280380167,-4.11781531599829,11
2023,Manana Trail,-4.594490769381233,-0.5660020199352,-8297.650329502507,-782.7807935703817,-7514.8695359321255,3.220469790440567,-4.743021537841986,-4.44596000092048,-8297.650329502507,0.0857701668888961,-0.730621725882991,-0.423839674276602,12
2023,Peacock Flats Campsite,-75.9772245279808,-20.5943361339949,-137214.86749753333,-28481.96687331495,-108732.90062421838,52.789738072568454,-78.41193153440418,-73.54251752155741,-137214.86749753333,1.11131425538827,-22.4031356071938,-17.9393451197005,13
2023,Sugi Grove,-8.707026352018438,-3.39328302379062,-15724.8895917453,-4692.9104219024275,-11031.97916984287,11.450608309364585,-9.235138013423073,-8.178914690613803,-15724.8895917453,0.396074641682292,-4.24723027236245,-2.84534212139819,14
2023,Waialae Cabin Campsite,-1.2738976796533783,-0.698870808586751,-2300.659209454001,-966.5383282754766,-1334.1208811785245,1.619694666229092,-1.348599356458699,-1.1991960028480575,-2300.659209454001,0.130221415772154,-0.959672165778654,-0.480641005779735,15
2023,Waikoali,-6.790762051825129,-2.96138502371723,-12264.116265596183,-4095.595487800929,-8168.520777795255,8.872167561020929,-7.199953862803343,-6.381570240846915,-12264.116265596183,0.364537906490442,-3.55805300468231,-2.413104347639,16
2023,Waikolu,-1.2076647948800932,-1.34013686284454,-2181.0426195534483,-1853.409281313999,-327.63333823944936,2.7387314591194003,-1.3339773873590293,-1.081352202401157,-2181.0426195534483,0.36625456354905,-2.07957100060702,-0.830435080447549,17
2023,Waimano Trail,-1.5070686267071174,-0.39304607881941,-2721.765939833054,-543.582727007244,-2178.1832128258097,1.0598990477161883,-1.555952059961298,-1.4581851934529368,-2721.765939833054,0.0719796656877538,-0.527060707908589,-0.26823702286115,18
2023,Waimanu Campsite,-10.639140773667501,-4.15251837987495,-19214.288237243505,-5742.932919367056,-13471.355317876449,28.4733219240984,-11.95235426772676,-9.325927279608242,-19214.288237243505,0.464335967202832,-5.05009273475955,-3.38712720368177,19
2023,Wiliwili,-1.9213764876463413,-1.20830972663949,-3470.0059366892924,-1671.0923519424146,-1798.9135847468779,2.396806185302741,-2.0319191996479344,-1.8108337756447481,-3470.0059366892924,0.298967200249416,-1.80687470433851,-0.80824961445019,20
2023,Wiliwilinui Ridge Trail,-1.0290948817492884,-0.0848997185576269,-1858.5453564392149,-117.416310765198,-1741.1290456740169,0.8209556579398932,-1.0669580454119212,-0.9912317180866558,-1858.5453564392149,0.0225833659739165,-0.132411273541027,-0.0534722519549307,21
