"policy","mean","std.dev","ci_lo2.5%","ci_hi97.5%"
"policy1",-2.97585122706602,0.482029764031279,-4.19289339164687,-2.25048806668627
"policy10",-0.30529473559614,0.0462810749212789,-0.402991682507772,-0.239923170270261
"policy11",-4.69072643513115,0.410495917509775,-5.3988280380167,-4.11781531599829
"policy12",-0.5660020199352,0.0857701668888961,-0.730621725882991,-0.423839674276602
"policy13",-20.5943361339949,1.11131425538827,-22.4031356071938,-17.9393451197005
"policy14",-3.39328302379062,0.396074641682292,-4.24723027236245,-2.84534212139819
"policy15",-0.698870808586751,0.130221415772154,-0.959672165778654,-0.480641005779735
"policy16",-2.96138502371723,0.364537906490442,-3.55805300468231,-2.413104347639
"policy17",-1.34013686284454,0.36625456354905,-2.07957100060702,-0.830435080447549
"policy18",-0.39304607881941,0.0719796656877538,-0.527060707908589,-0.26823702286115
"policy19",-4.15251837987495,0.464335967202832,-5.05009273475955,-3.38712720368177
"policy2",-1.36726779828842,0.231694483117767,-1.82313756897,-1.04117053931032
"policy20",-1.20830972663949,0.298967200249416,-1.80687470433851,-0.80824961445019
"policy21",-0.0848997185576269,0.0225833659739165,-0.132411273541027,-0.0534722519549307
"policy22",-59.1994867888076,1.9909783871206,-62.5387776619423,-54.4709836940412
"policy3",-1.05837719137822,0.364832824327923,-1.99001641886355,-0.674964991011038
"policy4",-0.0297509608346188,0.00998294976209018,-0.0476350403798719,-0.0163143898709661
"policy5",-0.517580118421512,0.12880618028121,-0.81764695935164,-0.327599698641507
"policy6",-5.42519471714871,0.60105038986514,-6.41853902795782,-4.44247840035948
"policy7",-1.32367093921412,0.250166239558677,-1.73536100353407,-0.944047588112172
"policy8",-5.99421190451137,0.41608635881938,-6.81615944729496,-5.30331463949104
"policy9",-0.0800258862446148,0.0297283750277723,-0.142578314244589,-0.0340286559620778
