v1,zip,parkname,duration,distancemeters,duration_nearest_airport,distancem_nearest_airport,zip_to_airport,duration_airport_site,distancem_airport_site,airport_to_site,intra_island_duration,intra_island_distancem,residents_duration,residents_distance_meters,island_live,population2020,income
1,96701,Manana Trail,19.3,16160,31.9,19590,Daniel K Inouye International Airport,40.200001,23460,Daniel K Inouye International Airport,NA,NA,19.299999,16160,Oahu,42833,94541
2,96701,Maakua Ridge Trail,69,54087,31.9,19590,Daniel K Inouye International Airport,88.300003,61386,Daniel K Inouye International Airport,NA,NA,69,54087,Oahu,42833,94541
3,96701,Kaunala Trail,63,56571,31.9,19590,Daniel K Inouye International Airport,84,64898,Daniel K Inouye International Airport,NA,NA,63,56571,Oahu,42833,94541
4,96701,Lonomea,NA,NA,31.9,19590,Daniel K Inouye International Airport,66.699997,59765,Lihue Airport,98.6,79355,98.599998,79355,Oahu,42833,94541
6,96701,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,31.9,19590,Daniel K Inouye International Airport,150.60001,100298,Kona International at Keahole Airport,182.5,119888,182.5,119888,Oahu,42833,94541
7,96701,Kawaikoi,NA,NA,31.9,19590,Daniel K Inouye International Airport,102.9,77583,Lihue Airport,134.8,97173,134.8,97173,Oahu,42833,94541
8,96701,Wiliwili,NA,NA,31.9,19590,Daniel K Inouye International Airport,57.099998,54614,Lihue Airport,89,74204,89,74204,Oahu,42833,94541
9,96701,Ainapo Cabin,NA,NA,31.9,19590,Daniel K Inouye International Airport,142.8,105977,Kona International at Keahole Airport,174.7,125567,174.7,125567,Oahu,42833,94541
10,96701,Waimano Trail,21.5,17640,31.9,19590,Daniel K Inouye International Airport,60.400002,36643,Daniel K Inouye International Airport,NA,NA,21.5,17640,Oahu,42833,94541
11,96701,Peacock Flats Campsite,117.5,74232,31.9,19590,Daniel K Inouye International Airport,138.5,82548,Daniel K Inouye International Airport,NA,NA,117.5,74232,Oahu,42833,94541
12,96701,Waimanu Campsite,NA,NA,31.9,19590,Daniel K Inouye International Airport,97.699997,96685,Kona International at Keahole Airport,129.6,116275,129.60001,116275,Oahu,42833,94541
13,96701,Kuliouou Trail,37.2,32370,31.9,19590,Daniel K Inouye International Airport,55,37598,Daniel K Inouye International Airport,NA,NA,37.200001,32370,Oahu,42833,94541
15,96701,Wiliwilinui Ridge Trail,32.7,29168,31.9,19590,Daniel K Inouye International Airport,49.799999,34212,Daniel K Inouye International Airport,NA,NA,32.700001,29168,Oahu,42833,94541
16,96701,Sugi Grove,NA,NA,31.9,19590,Daniel K Inouye International Airport,86.5,71695,Lihue Airport,118.4,91285,118.4,91285,Oahu,42833,94541
17,96701,Hipalau,NA,NA,31.9,19590,Daniel K Inouye International Airport,73.099998,64234,Lihue Airport,105,83824,105,83824,Oahu,42833,94541
18,96701,Kamananui Trail,12.3,10424,31.9,19590,Daniel K Inouye International Airport,35,19265,Daniel K Inouye International Airport,NA,NA,12.3,10424,Oahu,42833,94541
19,96701,Kaluahaulu,NA,NA,31.9,19590,Daniel K Inouye International Airport,73.099998,64225,Lihue Airport,105,83815,105,83815,Oahu,42833,94541
20,96701,Kulanaahane Trail,12,10229,31.9,19590,Daniel K Inouye International Airport,34.700001,19070,Daniel K Inouye International Airport,NA,NA,12,10229,Oahu,42833,94541
21,96701,Kuaokala Trail,70.9,62353,31.9,19590,Daniel K Inouye International Airport,92.599998,71137,Daniel K Inouye International Airport,NA,NA,70.900002,62353,Oahu,42833,94541
22,96701,Waialae Cabin Campsite,NA,NA,31.9,19590,Daniel K Inouye International Airport,49.200001,44216,Lihue Airport,81.1,63806,81.099998,63806,Oahu,42833,94541
23,96701,Waikolu,NA,NA,31.9,19590,Daniel K Inouye International Airport,19.9,13553,Molokai Airport,51.8,33143,51.799999,33143,Oahu,42833,94541
24,96701,Waikoali,NA,NA,31.9,19590,Daniel K Inouye International Airport,89.800003,73214,Lihue Airport,121.7,92804,121.7,92804,Oahu,42833,94541
25,96703,Kulanaahane Trail,NA,NA,33.299999,21890,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,68,40960,68,40960,Kauai,2638,69615
27,96703,Kaunala Trail,NA,NA,33.299999,21890,Lihue Airport,84,64898,Daniel K Inouye International Airport,117.3,86788,117.3,86788,Kauai,2638,69615
28,96703,Wiliwili,89.4,79905,33.299999,21890,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,89.400002,79905,Kauai,2638,69615
29,96703,Peacock Flats Campsite,NA,NA,33.299999,21890,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,171.8,104438,171.8,104438,Kauai,2638,69615
30,96703,Waikoali,112.2,91772,33.299999,21890,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,112.2,91772,Kauai,2638,69615
32,96703,Kawaikoi,120.7,96521,33.299999,21890,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,120.7,96521,Kauai,2638,69615
33,96703,Kamananui Trail,NA,NA,33.299999,21890,Lihue Airport,35,19265,Daniel K Inouye International Airport,68.3,41155,68.300003,41155,Kauai,2638,69615
34,96703,Ainapo Cabin,NA,NA,33.299999,21890,Lihue Airport,142.8,105977,Kona International at Keahole Airport,176.1,127867,176.10001,127867,Kauai,2638,69615
35,96703,Kuaokala Trail,NA,NA,33.299999,21890,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,125.9,93027,125.9,93027,Kauai,2638,69615
36,96703,Lonomea,89.4,79907,33.299999,21890,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,89.400002,79907,Kauai,2638,69615
37,96703,Maakua Ridge Trail,NA,NA,33.299999,21890,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,121.6,83276,121.6,83276,Kauai,2638,69615
38,96703,Sugi Grove,108.9,90270,33.299999,21890,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,108.9,90270,Kauai,2638,69615
39,96703,Kuliouou Trail,NA,NA,33.299999,21890,Lihue Airport,55,37598,Daniel K Inouye International Airport,88.3,59488,88.300003,59488,Kauai,2638,69615
40,96703,Wiliwilinui Ridge Trail,NA,NA,33.299999,21890,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,83.1,56102,83.099998,56102,Kauai,2638,69615
41,96703,Waialae Cabin Campsite,71.7,62754,33.299999,21890,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,71.699997,62754,Kauai,2638,69615
42,96703,Waikolu,NA,NA,33.299999,21890,Lihue Airport,19.9,13553,Molokai Airport,53.2,35443,53.200001,35443,Kauai,2638,69615
43,96703,Hipalau,89.4,79878,33.299999,21890,Lihue Airport,73.099998,64234,Lihue Airport,NA,NA,89.400002,79878,Kauai,2638,69615
44,96703,Kaluahaulu,89.4,79886,33.299999,21890,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,89.400002,79886,Kauai,2638,69615
45,96703,Manana Trail,NA,NA,33.299999,21890,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,73.5,45350,73.5,45350,Kauai,2638,69615
46,96703,Waimano Trail,NA,NA,33.299999,21890,Lihue Airport,60.400002,36643,Daniel K Inouye International Airport,93.7,58533,93.699997,58533,Kauai,2638,69615
47,96703,Waimanu Campsite,NA,NA,33.299999,21890,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,131,118575,131,118575,Kauai,2638,69615
48,96703,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,33.299999,21890,Lihue Airport,150.60001,100298,Kona International at Keahole Airport,183.9,122188,183.89999,122188,Kauai,2638,69615
49,96704,Hipalau,NA,NA,55.599998,53056,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,128.7,117290,128.7,117290,Hawaii,6818,52708
50,96704,Wiliwilinui Ridge Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,105.4,87268,105.4,87268,Hawaii,6818,52708
51,96704,Waialae Cabin Campsite,NA,NA,55.599998,53056,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,104.8,97272,104.8,97272,Hawaii,6818,52708
52,96704,Waimano Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,116,89699,116,89699,Hawaii,6818,52708
53,96704,Keanakolu Ranger & Bunkhouse Cabins,189.9,142640,55.599998,53056,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,189.89999,142640,Hawaii,6818,52708
54,96704,Kawaikoi,NA,NA,55.599998,53056,Kona International at Keahole Airport,102.9,77583,Lihue Airport,158.5,130639,158.5,130639,Hawaii,6818,52708
55,96704,Waikolu,NA,NA,55.599998,53056,Kona International at Keahole Airport,19.9,13553,Molokai Airport,75.5,66609,75.5,66609,Hawaii,6818,52708
56,96704,Peacock Flats Campsite,NA,NA,55.599998,53056,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,194.1,135604,194.10001,135604,Hawaii,6818,52708
57,96704,Manana Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,95.8,76516,95.800003,76516,Hawaii,6818,52708
58,96704,Kuliouou Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,110.6,90654,110.6,90654,Hawaii,6818,52708
59,96704,Kulanaahane Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,90.3,72126,90.300003,72126,Hawaii,6818,52708
60,96704,Sugi Grove,NA,NA,55.599998,53056,Kona International at Keahole Airport,86.5,71695,Lihue Airport,142.1,124751,142.10001,124751,Hawaii,6818,52708
61,96704,Kuaokala Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,148.2,124193,148.2,124193,Hawaii,6818,52708
62,96704,Waikoali,NA,NA,55.599998,53056,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,145.4,126270,145.39999,126270,Hawaii,6818,52708
63,96704,Kaunala Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,139.6,117954,139.60001,117954,Hawaii,6818,52708
64,96704,Lonomea,NA,NA,55.599998,53056,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,122.3,112821,122.3,112821,Hawaii,6818,52708
65,96704,Maakua Ridge Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,143.9,114442,143.89999,114442,Hawaii,6818,52708
66,96704,Waimanu Campsite,136.8,138888,55.599998,53056,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,136.8,138888,Hawaii,6818,52708
68,96704,Kaluahaulu,NA,NA,55.599998,53056,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,128.7,117281,128.7,117281,Hawaii,6818,52708
69,96704,Wiliwili,NA,NA,55.599998,53056,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,112.7,107670,112.7,107670,Hawaii,6818,52708
70,96704,Ainapo Cabin,86.9,93051,55.599998,53056,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,86.900002,93051,Hawaii,6818,52708
71,96704,Kamananui Trail,NA,NA,55.599998,53056,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,90.6,72321,90.599998,72321,Hawaii,6818,52708
74,96705,Maakua Ridge Trail,NA,NA,31,28109,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,119.3,89495,119.3,89495,Kauai,2536,86250
75,96705,Hipalau,37.8,33944,31,28109,Lihue Airport,73.099998,64234,Lihue Airport,NA,NA,37.799999,33944,Kauai,2536,86250
76,96705,Sugi Grove,57.4,44336,31,28109,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,57.400002,44336,Kauai,2536,86250
77,96705,Peacock Flats Campsite,NA,NA,31,28109,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,169.5,110657,169.5,110657,Kauai,2536,86250
78,96705,Lonomea,37.9,33973,31,28109,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,37.900002,33973,Kauai,2536,86250
79,96705,Waimanu Campsite,NA,NA,31,28109,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,128.7,124794,128.7,124794,Kauai,2536,86250
80,96705,Waikoali,60.7,45838,31,28109,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,60.700001,45838,Kauai,2536,86250
81,96705,Waikolu,NA,NA,31,28109,Lihue Airport,19.9,13553,Molokai Airport,50.9,41662,50.900002,41662,Kauai,2536,86250
82,96705,Kulanaahane Trail,NA,NA,31,28109,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,65.7,47179,65.699997,47179,Kauai,2536,86250
83,96705,Waialae Cabin Campsite,20.2,16820,31,28109,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,20.200001,16820,Kauai,2536,86250
84,96705,Manana Trail,NA,NA,31,28109,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,71.2,51569,71.199997,51569,Kauai,2536,86250
85,96705,Ainapo Cabin,NA,NA,31,28109,Lihue Airport,142.8,105977,Kona International at Keahole Airport,173.8,134086,173.8,134086,Kauai,2536,86250
86,96705,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,31,28109,Lihue Airport,150.60001,100298,Kona International at Keahole Airport,181.6,128407,181.60001,128407,Kauai,2536,86250
87,96705,Wiliwilinui Ridge Trail,NA,NA,31,28109,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,80.8,62321,80.800003,62321,Kauai,2536,86250
88,96705,Kaunala Trail,NA,NA,31,28109,Lihue Airport,84,64898,Daniel K Inouye International Airport,115,93007,115,93007,Kauai,2536,86250
89,96705,Kuliouou Trail,NA,NA,31,28109,Lihue Airport,55,37598,Daniel K Inouye International Airport,86,65707,86,65707,Kauai,2536,86250
90,96705,Wiliwili,37.9,33972,31,28109,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,37.900002,33972,Kauai,2536,86250
91,96705,Waimano Trail,NA,NA,31,28109,Lihue Airport,60.400002,36643,Daniel K Inouye International Airport,91.4,64752,91.400002,64752,Kauai,2536,86250
92,96705,Kawaikoi,69.1,50587,31,28109,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,69.099998,50587,Kauai,2536,86250
94,96705,Kamananui Trail,NA,NA,31,28109,Lihue Airport,35,19265,Daniel K Inouye International Airport,66,47374,66,47374,Kauai,2536,86250
95,96705,Kaluahaulu,37.8,33952,31,28109,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,37.799999,33952,Kauai,2536,86250
96,96705,Kuaokala Trail,NA,NA,31,28109,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,123.6,99246,123.6,99246,Kauai,2536,86250
97,96706,Waimano Trail,24.8,17982,43.700001,30580,Daniel K Inouye International Airport,60.400002,36643,Daniel K Inouye International Airport,NA,NA,24.799999,17982,Oahu,80299,105161
98,96706,Kuaokala Trail,59.7,43579,43.700001,30580,Daniel K Inouye International Airport,92.599998,71137,Daniel K Inouye International Airport,NA,NA,59.700001,43579,Oahu,80299,105161
99,96706,Kamananui Trail,25.9,22600,43.700001,30580,Daniel K Inouye International Airport,35,19265,Daniel K Inouye International Airport,NA,NA,25.9,22600,Oahu,80299,105161
100,96706,Kuliouou Trail,50.8,44547,43.700001,30580,Daniel K Inouye International Airport,55,37598,Daniel K Inouye International Airport,NA,NA,50.799999,44547,Oahu,80299,105161
101,96706,Kawaikoi,NA,NA,43.700001,30580,Daniel K Inouye International Airport,102.9,77583,Lihue Airport,146.6,108163,146.60001,108163,Oahu,80299,105161
102,96706,Waimanu Campsite,NA,NA,43.700001,30580,Daniel K Inouye International Airport,97.699997,96685,Kona International at Keahole Airport,141.4,127265,141.39999,127265,Oahu,80299,105161
103,96706,Peacock Flats Campsite,106.2,55458,43.700001,30580,Daniel K Inouye International Airport,138.5,82548,Daniel K Inouye International Airport,NA,NA,106.2,55458,Oahu,80299,105161
105,96706,Wiliwilinui Ridge Trail,46.3,41344,43.700001,30580,Daniel K Inouye International Airport,49.799999,34212,Daniel K Inouye International Airport,NA,NA,46.299999,41344,Oahu,80299,105161
106,96706,Waikolu,NA,NA,43.700001,30580,Daniel K Inouye International Airport,19.9,13553,Molokai Airport,63.6,44133,63.599998,44133,Oahu,80299,105161
107,96706,Lonomea,NA,NA,43.700001,30580,Daniel K Inouye International Airport,66.699997,59765,Lihue Airport,110.4,90345,110.4,90345,Oahu,80299,105161
108,96706,Wiliwili,NA,NA,43.700001,30580,Daniel K Inouye International Airport,57.099998,54614,Lihue Airport,100.8,85194,100.8,85194,Oahu,80299,105161
110,96706,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,43.700001,30580,Daniel K Inouye International Airport,150.60001,100298,Kona International at Keahole Airport,194.3,130878,194.3,130878,Oahu,80299,105161
111,96706,Waialae Cabin Campsite,NA,NA,43.700001,30580,Daniel K Inouye International Airport,49.200001,44216,Lihue Airport,92.9,74796,92.900002,74796,Oahu,80299,105161
112,96706,Sugi Grove,NA,NA,43.700001,30580,Daniel K Inouye International Airport,86.5,71695,Lihue Airport,130.2,102275,130.2,102275,Oahu,80299,105161
113,96706,Manana Trail,22.6,16502,43.700001,30580,Daniel K Inouye International Airport,40.200001,23460,Daniel K Inouye International Airport,NA,NA,22.6,16502,Oahu,80299,105161
114,96706,Hipalau,NA,NA,43.700001,30580,Daniel K Inouye International Airport,73.099998,64234,Lihue Airport,116.8,94814,116.8,94814,Oahu,80299,105161
115,96706,Ainapo Cabin,NA,NA,43.700001,30580,Daniel K Inouye International Airport,142.8,105977,Kona International at Keahole Airport,186.5,136557,186.5,136557,Oahu,80299,105161
116,96706,Kulanaahane Trail,25.6,22405,43.700001,30580,Daniel K Inouye International Airport,34.700001,19070,Daniel K Inouye International Airport,NA,NA,25.6,22405,Oahu,80299,105161
117,96706,Kaunala Trail,61.6,47986,43.700001,30580,Daniel K Inouye International Airport,84,64898,Daniel K Inouye International Airport,NA,NA,61.599998,47986,Oahu,80299,105161
118,96706,Kaluahaulu,NA,NA,43.700001,30580,Daniel K Inouye International Airport,73.099998,64225,Lihue Airport,116.8,94805,116.8,94805,Oahu,80299,105161
119,96706,Waikoali,NA,NA,43.700001,30580,Daniel K Inouye International Airport,89.800003,73214,Lihue Airport,133.5,103794,133.5,103794,Oahu,80299,105161
120,96706,Maakua Ridge Trail,81.3,66076,43.700001,30580,Daniel K Inouye International Airport,88.300003,61386,Daniel K Inouye International Airport,NA,NA,81.300003,66076,Oahu,80299,105161
121,96707,Peacock Flats Campsite,102.3,52140,48.400002,37281,Daniel K Inouye International Airport,138.5,82548,Daniel K Inouye International Airport,NA,NA,102.3,52140,Oahu,47181,105278
122,96707,Waialae Cabin Campsite,NA,NA,48.400002,37281,Daniel K Inouye International Airport,49.200001,44216,Lihue Airport,97.6,81497,97.599998,81497,Oahu,47181,105278
123,96707,Hipalau,NA,NA,48.400002,37281,Daniel K Inouye International Airport,73.099998,64234,Lihue Airport,121.5,101515,121.5,101515,Oahu,47181,105278
124,96707,Kulanaahane Trail,30.3,29106,48.400002,37281,Daniel K Inouye International Airport,34.700001,19070,Daniel K Inouye International Airport,NA,NA,30.299999,29106,Oahu,47181,105278
125,96707,Sugi Grove,NA,NA,48.400002,37281,Daniel K Inouye International Airport,86.5,71695,Lihue Airport,134.9,108976,134.89999,108976,Oahu,47181,105278
126,96707,Manana Trail,28,23480,48.400002,37281,Daniel K Inouye International Airport,40.200001,23460,Daniel K Inouye International Airport,NA,NA,28,23480,Oahu,47181,105278
127,96707,Waimano Trail,30.2,24960,48.400002,37281,Daniel K Inouye International Airport,60.400002,36643,Daniel K Inouye International Airport,NA,NA,30.200001,24960,Oahu,47181,105278
128,96707,Lonomea,NA,NA,48.400002,37281,Daniel K Inouye International Airport,66.699997,59765,Lihue Airport,115.1,97046,115.1,97046,Oahu,47181,105278
130,96707,Waikoali,NA,NA,48.400002,37281,Daniel K Inouye International Airport,89.800003,73214,Lihue Airport,138.2,110495,138.2,110495,Oahu,47181,105278
131,96707,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,48.400002,37281,Daniel K Inouye International Airport,150.60001,100298,Kona International at Keahole Airport,199,137579,199,137579,Oahu,47181,105278
132,96707,Waimanu Campsite,NA,NA,48.400002,37281,Daniel K Inouye International Airport,97.699997,96685,Kona International at Keahole Airport,146.1,133966,146.10001,133966,Oahu,47181,105278
133,96707,Wiliwilinui Ridge Trail,51,48044,48.400002,37281,Daniel K Inouye International Airport,49.799999,34212,Daniel K Inouye International Airport,NA,NA,51,48044,Oahu,47181,105278
134,96707,Waikolu,NA,NA,48.400002,37281,Daniel K Inouye International Airport,19.9,13553,Molokai Airport,68.3,50834,68.300003,50834,Oahu,47181,105278
135,96707,Kaunala Trail,66.4,58710,48.400002,37281,Daniel K Inouye International Airport,84,64898,Daniel K Inouye International Airport,NA,NA,66.400002,58710,Oahu,47181,105278
136,96707,Maakua Ridge Trail,86,72777,48.400002,37281,Daniel K Inouye International Airport,88.300003,61386,Daniel K Inouye International Airport,NA,NA,86,72777,Oahu,47181,105278
137,96707,Kamananui Trail,30.6,29300,48.400002,37281,Daniel K Inouye International Airport,35,19265,Daniel K Inouye International Airport,NA,NA,30.6,29300,Oahu,47181,105278
139,96707,Ainapo Cabin,NA,NA,48.400002,37281,Daniel K Inouye International Airport,142.8,105977,Kona International at Keahole Airport,191.2,143258,191.2,143258,Oahu,47181,105278
140,96707,Kuliouou Trail,55.5,51247,48.400002,37281,Daniel K Inouye International Airport,55,37598,Daniel K Inouye International Airport,NA,NA,55.5,51247,Oahu,47181,105278
141,96707,Kuaokala Trail,55.8,40261,48.400002,37281,Daniel K Inouye International Airport,92.599998,71137,Daniel K Inouye International Airport,NA,NA,55.799999,40261,Oahu,47181,105278
142,96707,Kawaikoi,NA,NA,48.400002,37281,Daniel K Inouye International Airport,102.9,77583,Lihue Airport,151.3,114864,151.3,114864,Oahu,47181,105278
143,96707,Kaluahaulu,NA,NA,48.400002,37281,Daniel K Inouye International Airport,73.099998,64225,Lihue Airport,121.5,101506,121.5,101506,Oahu,47181,105278
144,96707,Wiliwili,NA,NA,48.400002,37281,Daniel K Inouye International Airport,57.099998,54614,Lihue Airport,105.5,91895,105.5,91895,Oahu,47181,105278
146,96708,Sugi Grove,NA,NA,46.5,39012,Kahului Airport,86.5,71695,Lihue Airport,133,110707,133,110707,Maui,10993,86950
148,96708,Waialae Cabin Campsite,NA,NA,46.5,39012,Kahului Airport,49.200001,44216,Lihue Airport,95.7,83228,95.699997,83228,Maui,10993,86950
149,96708,Kamananui Trail,NA,NA,46.5,39012,Kahului Airport,35,19265,Daniel K Inouye International Airport,81.5,58277,81.5,58277,Maui,10993,86950
150,96708,Manana Trail,NA,NA,46.5,39012,Kahului Airport,40.200001,23460,Daniel K Inouye International Airport,86.7,62472,86.699997,62472,Maui,10993,86950
151,96708,Kuaokala Trail,NA,NA,46.5,39012,Kahului Airport,92.599998,71137,Daniel K Inouye International Airport,139.1,110149,139.10001,110149,Maui,10993,86950
152,96708,Waikoali,NA,NA,46.5,39012,Kahului Airport,89.800003,73214,Lihue Airport,136.3,112226,136.3,112226,Maui,10993,86950
153,96708,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,46.5,39012,Kahului Airport,150.60001,100298,Kona International at Keahole Airport,197.1,139310,197.10001,139310,Maui,10993,86950
154,96708,Lonomea,NA,NA,46.5,39012,Kahului Airport,66.699997,59765,Lihue Airport,113.2,98777,113.2,98777,Maui,10993,86950
155,96708,Peacock Flats Campsite,NA,NA,46.5,39012,Kahului Airport,138.5,82548,Daniel K Inouye International Airport,185,121560,185,121560,Maui,10993,86950
156,96708,Kawaikoi,NA,NA,46.5,39012,Kahului Airport,102.9,77583,Lihue Airport,149.4,116595,149.39999,116595,Maui,10993,86950
157,96708,Waimano Trail,NA,NA,46.5,39012,Kahului Airport,60.400002,36643,Daniel K Inouye International Airport,106.9,75655,106.9,75655,Maui,10993,86950
158,96708,Waimanu Campsite,NA,NA,46.5,39012,Kahului Airport,97.699997,96685,Kona International at Keahole Airport,144.2,135697,144.2,135697,Maui,10993,86950
159,96708,Ainapo Cabin,NA,NA,46.5,39012,Kahului Airport,142.8,105977,Kona International at Keahole Airport,189.3,144989,189.3,144989,Maui,10993,86950
160,96708,Wiliwilinui Ridge Trail,NA,NA,46.5,39012,Kahului Airport,49.799999,34212,Daniel K Inouye International Airport,96.3,73224,96.300003,73224,Maui,10993,86950
161,96708,Waikolu,NA,NA,46.5,39012,Kahului Airport,19.9,13553,Molokai Airport,66.4,52565,66.400002,52565,Maui,10993,86950
162,96708,Kaluahaulu,NA,NA,46.5,39012,Kahului Airport,73.099998,64225,Lihue Airport,119.6,103237,119.6,103237,Maui,10993,86950
163,96708,Maakua Ridge Trail,NA,NA,46.5,39012,Kahului Airport,88.300003,61386,Daniel K Inouye International Airport,134.8,100398,134.8,100398,Maui,10993,86950
164,96708,Wiliwili,NA,NA,46.5,39012,Kahului Airport,57.099998,54614,Lihue Airport,103.6,93626,103.6,93626,Maui,10993,86950
165,96708,Kaunala Trail,NA,NA,46.5,39012,Kahului Airport,84,64898,Daniel K Inouye International Airport,130.5,103910,130.5,103910,Maui,10993,86950
166,96708,Kuliouou Trail,NA,NA,46.5,39012,Kahului Airport,55,37598,Daniel K Inouye International Airport,101.5,76610,101.5,76610,Maui,10993,86950
167,96708,Hipalau,NA,NA,46.5,39012,Kahului Airport,73.099998,64234,Lihue Airport,119.6,103246,119.6,103246,Maui,10993,86950
168,96708,Kulanaahane Trail,NA,NA,46.5,39012,Kahului Airport,34.700001,19070,Daniel K Inouye International Airport,81.2,58082,81.199997,58082,Maui,10993,86950
169,96710,Wiliwili,NA,NA,132.2,132031,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,189.3,186645,189.3,186645,Hawaii,650,70208
170,96710,Keanakolu Ranger & Bunkhouse Cabins,157.2,108078,132.2,132031,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,157.2,108078,Hawaii,650,70208
171,96710,Wiliwilinui Ridge Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,182,166243,182,166243,Hawaii,650,70208
172,96710,Waimano Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,192.6,168674,192.60001,168674,Hawaii,650,70208
173,96710,Kawaikoi,NA,NA,132.2,132031,Kona International at Keahole Airport,102.9,77583,Lihue Airport,235.1,209614,235.10001,209614,Hawaii,650,70208
174,96710,Waimanu Campsite,72.3,65004,132.2,132031,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,72.300003,65004,Hawaii,650,70208
175,96710,Ainapo Cabin,94.8,92156,132.2,132031,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,94.800003,92156,Hawaii,650,70208
176,96710,Hipalau,NA,NA,132.2,132031,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,205.3,196265,205.3,196265,Hawaii,650,70208
177,96710,Waikoali,NA,NA,132.2,132031,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,222,205245,222,205245,Hawaii,650,70208
178,96710,Kaluahaulu,NA,NA,132.2,132031,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,205.3,196256,205.3,196256,Hawaii,650,70208
179,96710,Kulanaahane Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,166.9,151101,166.89999,151101,Hawaii,650,70208
180,96710,Kamananui Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,167.2,151296,167.2,151296,Hawaii,650,70208
