v1,zip,parkname,duration,distancemeters,duration_nearest_airport,distancem_nearest_airport,zip_to_airport,duration_airport_site,distancem_airport_site,airport_to_site,intra_island_duration,intra_island_distancem,residents_duration,residents_distance_meters,island_live,population2020,income
325,96719,Hipalau,NA,NA,86.900002,80470,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,160,144704,160,144704,Hawaii,2020,65324
326,96719,Waikoali,NA,NA,86.900002,80470,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,176.7,153684,176.7,153684,Hawaii,2020,65324
327,96719,Kuliouou Trail,NA,NA,86.900002,80470,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,141.9,118068,141.89999,118068,Hawaii,2020,65324
328,96719,Ainapo Cabin,196.3,187265,86.900002,80470,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,196.3,187265,Hawaii,2020,65324
329,96719,Waikolu,NA,NA,86.900002,80470,Kona International at Keahole Airport,19.9,13553,Molokai Airport,106.8,94023,106.8,94023,Hawaii,2020,65324
331,96719,Waimano Trail,NA,NA,86.900002,80470,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,147.3,117113,147.3,117113,Hawaii,2020,65324
332,96719,Kaluahaulu,NA,NA,86.900002,80470,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,160,144695,160,144695,Hawaii,2020,65324
333,96719,Lonomea,NA,NA,86.900002,80470,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,153.6,140235,153.60001,140235,Hawaii,2020,65324
334,96719,Kawaikoi,NA,NA,86.900002,80470,Kona International at Keahole Airport,102.9,77583,Lihue Airport,189.8,158053,189.8,158053,Hawaii,2020,65324
335,96719,Sugi Grove,NA,NA,86.900002,80470,Kona International at Keahole Airport,86.5,71695,Lihue Airport,173.4,152165,173.39999,152165,Hawaii,2020,65324
336,96719,Waimanu Campsite,92.2,70180,86.900002,80470,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,92.199997,70180,Hawaii,2020,65324
337,96720,Peacock Flats Campsite,NA,NA,93.800003,101593,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,232.3,184141,232.3,184141,Hawaii,46615,63335
338,96720,Kuliouou Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,148.8,139191,148.8,139191,Hawaii,46615,63335
339,96720,Manana Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,134,125053,134,125053,Hawaii,46615,63335
340,96720,Waikolu,NA,NA,93.800003,101593,Kona International at Keahole Airport,19.9,13553,Molokai Airport,113.7,115146,113.7,115146,Hawaii,46615,63335
342,96720,Kamananui Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,128.8,120858,128.8,120858,Hawaii,46615,63335
343,96720,Wiliwilinui Ridge Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,143.6,135805,143.60001,135805,Hawaii,46615,63335
344,96720,Kuaokala Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,186.4,172730,186.39999,172730,Hawaii,46615,63335
345,96720,Kaluahaulu,NA,NA,93.800003,101593,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,166.9,165818,166.89999,165818,Hawaii,46615,63335
346,96720,Waikoali,NA,NA,93.800003,101593,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,183.6,174807,183.60001,174807,Hawaii,46615,63335
347,96720,Waimano Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,154.2,138236,154.2,138236,Hawaii,46615,63335
348,96720,Kulanaahane Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,128.5,120663,128.5,120663,Hawaii,46615,63335
349,96720,Ainapo Cabin,76.2,81951,93.800003,101593,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,76.199997,81951,Hawaii,46615,63335
350,96720,Kaunala Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,177.8,166491,177.8,166491,Hawaii,46615,63335
351,96720,Waialae Cabin Campsite,NA,NA,93.800003,101593,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,143,145809,143,145809,Hawaii,46615,63335
352,96720,Lonomea,NA,NA,93.800003,101593,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,160.5,161358,160.5,161358,Hawaii,46615,63335
353,96720,Wiliwili,NA,NA,93.800003,101593,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,150.9,156207,150.89999,156207,Hawaii,46615,63335
354,96720,Waimanu Campsite,101.4,102759,93.800003,101593,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,101.4,102759,Hawaii,46615,63335
355,96720,Maakua Ridge Trail,NA,NA,93.800003,101593,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,182.1,162979,182.10001,162979,Hawaii,46615,63335
356,96720,Sugi Grove,NA,NA,93.800003,101593,Kona International at Keahole Airport,86.5,71695,Lihue Airport,180.3,173288,180.3,173288,Hawaii,46615,63335
357,96720,Kawaikoi,NA,NA,93.800003,101593,Kona International at Keahole Airport,102.9,77583,Lihue Airport,196.7,179176,196.7,179176,Hawaii,46615,63335
358,96720,Keanakolu Ranger & Bunkhouse Cabins,103,59951,93.800003,101593,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,103,59951,Hawaii,46615,63335
360,96720,Hipalau,NA,NA,93.800003,101593,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,166.9,165827,166.89999,165827,Hawaii,46615,63335
361,96722,Sugi Grove,129.4,114354,53.799999,45974,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,129.39999,114354,Kauai,2328,66912
362,96722,Kuliouou Trail,NA,NA,53.799999,45974,Lihue Airport,55,37598,Daniel K Inouye International Airport,108.8,83572,108.8,83572,Kauai,2328,66912
363,96722,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,53.799999,45974,Lihue Airport,150.60001,100298,Kona International at Keahole Airport,204.4,146272,204.39999,146272,Kauai,2328,66912
364,96722,Kulanaahane Trail,NA,NA,53.799999,45974,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,88.5,65044,88.5,65044,Kauai,2328,66912
365,96722,Kaluahaulu,109.8,103970,53.799999,45974,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,109.8,103970,Kauai,2328,66912
366,96722,Peacock Flats Campsite,NA,NA,53.799999,45974,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,192.3,128522,192.3,128522,Kauai,2328,66912
367,96722,Kamananui Trail,NA,NA,53.799999,45974,Lihue Airport,35,19265,Daniel K Inouye International Airport,88.8,65239,88.800003,65239,Kauai,2328,66912
368,96722,Manana Trail,NA,NA,53.799999,45974,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,94,69434,94,69434,Kauai,2328,66912
369,96722,Lonomea,109.9,103991,53.799999,45974,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,109.9,103991,Kauai,2328,66912
370,96722,Kawaikoi,141.2,120606,53.799999,45974,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,141.2,120606,Kauai,2328,66912
371,96722,Wiliwili,109.9,103990,53.799999,45974,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,109.9,103990,Kauai,2328,66912
372,96722,Wiliwilinui Ridge Trail,NA,NA,53.799999,45974,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,103.6,80186,103.6,80186,Kauai,2328,66912
374,96722,Kaunala Trail,NA,NA,53.799999,45974,Lihue Airport,84,64898,Daniel K Inouye International Airport,137.8,110872,137.8,110872,Kauai,2328,66912
375,96722,Hipalau,109.8,103962,53.799999,45974,Lihue Airport,73.099998,64234,Lihue Airport,NA,NA,109.8,103962,Kauai,2328,66912
376,96722,Kuaokala Trail,NA,NA,53.799999,45974,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,146.4,117111,146.39999,117111,Kauai,2328,66912
377,96722,Ainapo Cabin,NA,NA,53.799999,45974,Lihue Airport,142.8,105977,Kona International at Keahole Airport,196.6,151951,196.60001,151951,Kauai,2328,66912
378,96722,Maakua Ridge Trail,NA,NA,53.799999,45974,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,142.1,107360,142.10001,107360,Kauai,2328,66912
379,96722,Waimano Trail,NA,NA,53.799999,45974,Lihue Airport,60.400002,36643,Daniel K Inouye International Airport,114.2,82617,114.2,82617,Kauai,2328,66912
381,96722,Waialae Cabin Campsite,92.2,86838,53.799999,45974,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,92.199997,86838,Kauai,2328,66912
382,96722,Waimanu Campsite,NA,NA,53.799999,45974,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,151.5,142659,151.5,142659,Kauai,2328,66912
383,96722,Waikolu,NA,NA,53.799999,45974,Lihue Airport,19.9,13553,Molokai Airport,73.7,59527,73.699997,59527,Kauai,2328,66912
384,96722,Waikoali,132.7,115856,53.799999,45974,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,132.7,115856,Kauai,2328,66912
385,96725,Peacock Flats Campsite,NA,NA,37.599998,24422,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,176.1,106970,176.10001,106970,Hawaii,4094,74276
386,96725,Keanakolu Ranger & Bunkhouse Cabins,168,109475,37.599998,24422,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,168,109475,Hawaii,4094,74276
388,96725,Kulanaahane Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,72.3,43492,72.300003,43492,Hawaii,4094,74276
389,96725,Lonomea,NA,NA,37.599998,24422,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,104.3,84187,104.3,84187,Hawaii,4094,74276
390,96725,Wiliwili,NA,NA,37.599998,24422,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,94.7,79036,94.699997,79036,Hawaii,4094,74276
391,96725,Kaunala Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,121.6,89320,121.6,89320,Hawaii,4094,74276
392,96725,Waikoali,NA,NA,37.599998,24422,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,127.4,97636,127.4,97636,Hawaii,4094,74276
393,96725,Kuaokala Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,130.2,95559,130.2,95559,Hawaii,4094,74276
394,96725,Kamananui Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,72.6,43687,72.599998,43687,Hawaii,4094,74276
396,96725,Kawaikoi,NA,NA,37.599998,24422,Kona International at Keahole Airport,102.9,77583,Lihue Airport,140.5,102005,140.5,102005,Hawaii,4094,74276
397,96725,Ainapo Cabin,133.2,132690,37.599998,24422,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,133.2,132690,Hawaii,4094,74276
398,96725,Waikolu,NA,NA,37.599998,24422,Kona International at Keahole Airport,19.9,13553,Molokai Airport,57.5,37975,57.5,37975,Hawaii,4094,74276
399,96725,Waialae Cabin Campsite,NA,NA,37.599998,24422,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,86.8,68638,86.800003,68638,Hawaii,4094,74276
400,96725,Kuliouou Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,92.6,62020,92.599998,62020,Hawaii,4094,74276
401,96725,Waimano Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,98,61065,98,61065,Hawaii,4094,74276
402,96725,Maakua Ridge Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,125.9,85808,125.9,85808,Hawaii,4094,74276
403,96725,Kaluahaulu,NA,NA,37.599998,24422,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,110.7,88647,110.7,88647,Hawaii,4094,74276
404,96725,Waimanu Campsite,114.9,105724,37.599998,24422,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,114.9,105724,Hawaii,4094,74276
405,96725,Sugi Grove,NA,NA,37.599998,24422,Kona International at Keahole Airport,86.5,71695,Lihue Airport,124.1,96117,124.1,96117,Hawaii,4094,74276
406,96725,Wiliwilinui Ridge Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,87.4,58634,87.400002,58634,Hawaii,4094,74276
407,96725,Manana Trail,NA,NA,37.599998,24422,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,77.8,47882,77.800003,47882,Hawaii,4094,74276
408,96725,Hipalau,NA,NA,37.599998,24422,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,110.7,88656,110.7,88656,Hawaii,4094,74276
409,96726,Lonomea,NA,NA,50.900002,43388,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,117.6,103153,117.6,103153,Hawaii,136,78854
410,96726,Waialae Cabin Campsite,NA,NA,50.900002,43388,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,100.1,87604,100.1,87604,Hawaii,136,78854
411,96726,Manana Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,91.1,66848,91.099998,66848,Hawaii,136,78854
412,96726,Kuliouou Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,105.9,80986,105.9,80986,Hawaii,136,78854
413,96726,Peacock Flats Campsite,NA,NA,50.900002,43388,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,189.4,125936,189.39999,125936,Hawaii,136,78854
414,96726,Kaluahaulu,NA,NA,50.900002,43388,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,124,107613,124,107613,Hawaii,136,78854
415,96726,Kulanaahane Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,85.6,62458,85.599998,62458,Hawaii,136,78854
416,96726,Maakua Ridge Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,139.2,104774,139.2,104774,Hawaii,136,78854
417,96726,Keanakolu Ranger & Bunkhouse Cabins,185.2,132972,50.900002,43388,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,185.2,132972,Hawaii,136,78854
418,96726,Waimano Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,111.3,80031,111.3,80031,Hawaii,136,78854
419,96726,Ainapo Cabin,102.7,105626,50.900002,43388,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,102.7,105626,Hawaii,136,78854
421,96726,Wiliwilinui Ridge Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,100.7,77600,100.7,77600,Hawaii,136,78854
422,96726,Wiliwili,NA,NA,50.900002,43388,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,108,98002,108,98002,Hawaii,136,78854
423,96726,Hipalau,NA,NA,50.900002,43388,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,124,107622,124,107622,Hawaii,136,78854
424,96726,Kaunala Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,134.9,108286,134.89999,108286,Hawaii,136,78854
425,96726,Waikoali,NA,NA,50.900002,43388,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,140.7,116602,140.7,116602,Hawaii,136,78854
427,96726,Waimanu Campsite,132.1,129220,50.900002,43388,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,132.10001,129220,Hawaii,136,78854
428,96726,Kawaikoi,NA,NA,50.900002,43388,Kona International at Keahole Airport,102.9,77583,Lihue Airport,153.8,120971,153.8,120971,Hawaii,136,78854
429,96726,Waikolu,NA,NA,50.900002,43388,Kona International at Keahole Airport,19.9,13553,Molokai Airport,70.8,56941,70.800003,56941,Hawaii,136,78854
430,96726,Sugi Grove,NA,NA,50.900002,43388,Kona International at Keahole Airport,86.5,71695,Lihue Airport,137.4,115083,137.39999,115083,Hawaii,136,78854
431,96726,Kamananui Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,85.9,62653,85.900002,62653,Hawaii,136,78854
432,96726,Kuaokala Trail,NA,NA,50.900002,43388,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,143.5,114525,143.5,114525,Hawaii,136,78854
434,96727,Kulanaahane Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,128.3,106092,128.3,106092,Hawaii,4990,59937
435,96727,Ainapo Cabin,212.9,199672,93.599998,87022,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,212.89999,199672,Hawaii,4990,59937
436,96727,Lonomea,NA,NA,93.599998,87022,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,160.3,146787,160.3,146787,Hawaii,4990,59937
437,96727,Kuaokala Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,186.2,158159,186.2,158159,Hawaii,4990,59937
438,96727,Kaunala Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,177.6,151920,177.60001,151920,Hawaii,4990,59937
439,96727,Waikolu,NA,NA,93.599998,87022,Kona International at Keahole Airport,19.9,13553,Molokai Airport,113.5,100575,113.5,100575,Hawaii,4990,59937
440,96727,Sugi Grove,NA,NA,93.599998,87022,Kona International at Keahole Airport,86.5,71695,Lihue Airport,180.1,158717,180.10001,158717,Hawaii,4990,59937
441,96727,Maakua Ridge Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,181.9,148408,181.89999,148408,Hawaii,4990,59937
442,96727,Kaluahaulu,NA,NA,93.599998,87022,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,166.7,151247,166.7,151247,Hawaii,4990,59937
443,96727,Wiliwili,NA,NA,93.599998,87022,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,150.7,141636,150.7,141636,Hawaii,4990,59937
444,96727,Waimano Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,154,123665,154,123665,Hawaii,4990,59937
445,96727,Waialae Cabin Campsite,NA,NA,93.599998,87022,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,142.8,131238,142.8,131238,Hawaii,4990,59937
446,96727,Waikoali,NA,NA,93.599998,87022,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,183.4,160236,183.39999,160236,Hawaii,4990,59937
447,96727,Wiliwilinui Ridge Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,143.4,121234,143.39999,121234,Hawaii,4990,59937
448,96727,Kamananui Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,128.6,106287,128.60001,106287,Hawaii,4990,59937
450,96727,Keanakolu Ranger & Bunkhouse Cabins,161.9,86339,93.599998,87022,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,161.89999,86339,Hawaii,4990,59937
451,96727,Manana Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,133.8,110482,133.8,110482,Hawaii,4990,59937
452,96727,Waimanu Campsite,108.7,82587,93.599998,87022,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,108.7,82587,Hawaii,4990,59937
453,96727,Hipalau,NA,NA,93.599998,87022,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,166.7,151256,166.7,151256,Hawaii,4990,59937
454,96727,Kawaikoi,NA,NA,93.599998,87022,Kona International at Keahole Airport,102.9,77583,Lihue Airport,196.5,164605,196.5,164605,Hawaii,4990,59937
455,96727,Peacock Flats Campsite,NA,NA,93.599998,87022,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,232.1,169570,232.10001,169570,Hawaii,4990,59937
456,96727,Kuliouou Trail,NA,NA,93.599998,87022,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,148.6,124620,148.60001,124620,Hawaii,4990,59937
457,96728,Manana Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,166.4,155396,166.39999,155396,Hawaii,606,70208
458,96728,Kawaikoi,NA,NA,126.2,131936,Kona International at Keahole Airport,102.9,77583,Lihue Airport,229.1,209519,229.10001,209519,Hawaii,606,70208
459,96728,Waikolu,NA,NA,126.2,131936,Kona International at Keahole Airport,19.9,13553,Molokai Airport,146.1,145489,146.10001,145489,Hawaii,606,70208
460,96728,Hipalau,NA,NA,126.2,131936,Kona International at Keahole Airport,73.099998,64234,Lihue Airport,199.3,196170,199.3,196170,Hawaii,606,70208
461,96728,Wiliwilinui Ridge Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,49.799999,34212,Daniel K Inouye International Airport,176,166148,176,166148,Hawaii,606,70208
462,96728,Waialae Cabin Campsite,NA,NA,126.2,131936,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,175.4,176152,175.39999,176152,Hawaii,606,70208
464,96728,Waimano Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,60.400002,36643,Daniel K Inouye International Airport,186.6,168579,186.60001,168579,Hawaii,606,70208
466,96728,Waikoali,NA,NA,126.2,131936,Kona International at Keahole Airport,89.800003,73214,Lihue Airport,216,205150,216,205150,Hawaii,606,70208
467,96728,Kaluahaulu,NA,NA,126.2,131936,Kona International at Keahole Airport,73.099998,64225,Lihue Airport,199.3,196161,199.3,196161,Hawaii,606,70208
468,96728,Waimanu Campsite,66.3,64908,126.2,131936,Kona International at Keahole Airport,97.699997,96685,Kona International at Keahole Airport,NA,NA,66.300003,64908,Hawaii,606,70208
469,96728,Maakua Ridge Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,214.5,193322,214.5,193322,Hawaii,606,70208
470,96728,Peacock Flats Campsite,NA,NA,126.2,131936,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,264.7,214484,264.70001,214484,Hawaii,606,70208
471,96728,Kamananui Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,35,19265,Daniel K Inouye International Airport,161.2,151201,161.2,151201,Hawaii,606,70208
472,96728,Kuaokala Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,218.8,203073,218.8,203073,Hawaii,606,70208
473,96728,Kulanaahane Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,34.700001,19070,Daniel K Inouye International Airport,160.9,151006,160.89999,151006,Hawaii,606,70208
474,96728,Lonomea,NA,NA,126.2,131936,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,192.9,191701,192.89999,191701,Hawaii,606,70208
475,96728,Keanakolu Ranger & Bunkhouse Cabins,146.1,102575,126.2,131936,Kona International at Keahole Airport,150.60001,100298,Kona International at Keahole Airport,NA,NA,146.10001,102575,Hawaii,606,70208
476,96728,Kuliouou Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,181.2,169534,181.2,169534,Hawaii,606,70208
477,96728,Ainapo Cabin,83.7,86654,126.2,131936,Kona International at Keahole Airport,142.8,105977,Kona International at Keahole Airport,NA,NA,83.699997,86654,Hawaii,606,70208
478,96728,Sugi Grove,NA,NA,126.2,131936,Kona International at Keahole Airport,86.5,71695,Lihue Airport,212.7,203631,212.7,203631,Hawaii,606,70208
479,96728,Kaunala Trail,NA,NA,126.2,131936,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,210.2,196834,210.2,196834,Hawaii,606,70208
480,96728,Wiliwili,NA,NA,126.2,131936,Kona International at Keahole Airport,57.099998,54614,Lihue Airport,183.3,186550,183.3,186550,Hawaii,606,70208
482,96729,Kuaokala Trail,NA,NA,11.5,3888,Molokai Airport,92.599998,71137,Daniel K Inouye International Airport,104.1,75025,104.1,75025,Molokai,1358,42857
484,96729,Wiliwilinui Ridge Trail,NA,NA,11.5,3888,Molokai Airport,49.799999,34212,Daniel K Inouye International Airport,61.3,38100,61.299999,38100,Molokai,1358,42857
485,96729,Lonomea,NA,NA,11.5,3888,Molokai Airport,66.699997,59765,Lihue Airport,78.2,63653,78.199997,63653,Molokai,1358,42857
486,96729,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,11.5,3888,Molokai Airport,150.60001,100298,Kona International at Keahole Airport,162.1,104186,162.10001,104186,Molokai,1358,42857
487,96729,Ainapo Cabin,NA,NA,11.5,3888,Molokai Airport,142.8,105977,Kona International at Keahole Airport,154.3,109865,154.3,109865,Molokai,1358,42857
489,96729,Manana Trail,NA,NA,11.5,3888,Molokai Airport,40.200001,23460,Daniel K Inouye International Airport,51.7,27348,51.700001,27348,Molokai,1358,42857
494,96729,Waikoali,NA,NA,11.5,3888,Molokai Airport,89.800003,73214,Lihue Airport,101.3,77102,101.3,77102,Molokai,1358,42857
496,96729,Sugi Grove,NA,NA,11.5,3888,Molokai Airport,86.5,71695,Lihue Airport,98,75583,98,75583,Molokai,1358,42857
497,96729,Waimano Trail,NA,NA,11.5,3888,Molokai Airport,60.400002,36643,Daniel K Inouye International Airport,71.9,40531,71.900002,40531,Molokai,1358,42857
498,96729,Kawaikoi,NA,NA,11.5,3888,Molokai Airport,102.9,77583,Lihue Airport,114.4,81471,114.4,81471,Molokai,1358,42857
499,96729,Maakua Ridge Trail,NA,NA,11.5,3888,Molokai Airport,88.300003,61386,Daniel K Inouye International Airport,99.8,65274,99.800003,65274,Molokai,1358,42857
503,96729,Kaunala Trail,NA,NA,11.5,3888,Molokai Airport,84,64898,Daniel K Inouye International Airport,95.5,68786,95.5,68786,Molokai,1358,42857
506,96729,Waimanu Campsite,NA,NA,11.5,3888,Molokai Airport,97.699997,96685,Kona International at Keahole Airport,109.2,100573,109.2,100573,Molokai,1358,42857
510,96729,Waikolu,23.8,13826,11.5,3888,Molokai Airport,19.9,13553,Molokai Airport,NA,NA,23.799999,13826,Molokai,1358,42857
511,96729,Kuliouou Trail,NA,NA,11.5,3888,Molokai Airport,55,37598,Daniel K Inouye International Airport,66.5,41486,66.5,41486,Molokai,1358,42857
513,96729,Wiliwili,NA,NA,11.5,3888,Molokai Airport,57.099998,54614,Lihue Airport,68.6,58502,68.599998,58502,Molokai,1358,42857
515,96729,Peacock Flats Campsite,NA,NA,11.5,3888,Molokai Airport,138.5,82548,Daniel K Inouye International Airport,150,86436,150,86436,Molokai,1358,42857
516,96729,Hipalau,NA,NA,11.5,3888,Molokai Airport,73.099998,64234,Lihue Airport,84.6,68122,84.599998,68122,Molokai,1358,42857
517,96729,Kamananui Trail,NA,NA,11.5,3888,Molokai Airport,35,19265,Daniel K Inouye International Airport,46.5,23153,46.5,23153,Molokai,1358,42857
518,96729,Kulanaahane Trail,NA,NA,11.5,3888,Molokai Airport,34.700001,19070,Daniel K Inouye International Airport,46.2,22958,46.200001,22958,Molokai,1358,42857
522,96729,Waialae Cabin Campsite,NA,NA,11.5,3888,Molokai Airport,49.200001,44216,Lihue Airport,60.7,48104,60.700001,48104,Molokai,1358,42857
