id,parkname,VisitCount,Permittee,zip,Zip,NoOfGuests,days_visited,year,island_park,parkname_numeric,income,residents_distance_meters,residents_duration,island_live,visited_another_island,travel_distance_km,avg_days_visited,price
2,Ainapo Cabin,0,2,96720,96720,1,2,2022,Hawaii,1,63335,81951,76.199997,Hawaii,0,163.902,2,123.39336376211466
2,Hipalau,0,2,96720,96720,1,2,2022,Kauai,2,63335,165827,166.89999,Hawaii,0,331.654,2,693.432393703247
2,Kaluahaulu,0,2,96720,96720,1,2,2022,Kauai,3,63335,165818,166.89999,Hawaii,0,331.636,2,693.4210388659192
2,Kamananui Trail,0,2,96720,96720,1,2,2022,Oahu,4,63335,120858,128.8,Hawaii,0,241.716,2,612.4652793374187
2,Kaunala Trail,0,2,96720,96720,1,2,2022,Oahu,5,63335,166491,177.8,Hawaii,0,332.982,2,670.0380895356661
2,Kawaikoi,0,2,96720,96720,1,2,2022,Kauai,6,63335,179176,196.7,Hawaii,0,358.352,2,715.6074740910456
2,Keanakolu Ranger & Bunkhouse Cabins,0,2,96720,96720,1,2,2022,Hawaii,7,63335,59951,103,Hawaii,0,119.902,2,115.6370947383502
2,Kuaokala Trail,0,2,96720,96720,1,2,2022,Oahu,8,63335,172730,186.39999,Hawaii,0,345.46,2,677.9095151010874
2,Kulanaahane Trail,0,2,96720,96720,1,2,2022,Oahu,9,63335,120663,128.5,Hawaii,0,241.326,2,612.2192578619807
2,Kuliouou Trail,0,2,96720,96720,1,2,2022,Oahu,10,63335,139191,148.8,Hawaii,0,278.382,2,635.5950829743584
2,Lonomea,0,2,96720,96720,1,2,2022,Kauai,11,63335,161358,160.5,Hawaii,0,322.716,2,687.7940861456469
2,Maakua Ridge Trail,0,2,96720,96720,1,2,2022,Oahu,12,63335,162979,182.10001,Hawaii,0,325.958,2,665.6071796805998
2,Manana Trail,0,2,96720,96720,1,2,2022,Oahu,13,63335,125053,134,Hawaii,0,250.106,2,617.7578951808138
2,Peacock Flats Campsite,0,2,96720,96720,1,2,2022,Oahu,14,63335,184141,232.3,Hawaii,0,368.282,2,692.3061871842772
2,Sugi Grove,0,2,96720,96720,1,2,2022,Kauai,15,63335,173288,180.3,Hawaii,0,346.576,2,702.8455538480791
2,Waialae Cabin Campsite,0,2,96720,96720,1,2,2022,Kauai,16,63335,145809,143,Hawaii,0,291.618,2,668.1767121888054
2,Waikoali,0,2,96720,96720,1,2,2022,Kauai,17,63335,174807,183.60001,Hawaii,0,349.614,2,704.7619980593108
2,Waikolu,0,2,96720,96720,1,2,2022,Molokai,18,63335,115146,113.7,Hawaii,0,230.292,2,679.1178905469071
2,Waimano Trail,0,2,96720,96720,1,2,2022,Oahu,19,63335,138236,154.2,Hawaii,0,276.472,2,634.3902085690086
2,Waimanu Campsite,1,2,96720,96720,1,2,2022,Hawaii,20,63335,102759,101.4,Hawaii,0,205.518,2,137.64574766422794
2,Wiliwili,0,2,96720,96720,1,2,2022,Kauai,21,63335,156207,150.89999,Hawaii,0,312.414,2,681.29533424831
2,Wiliwilinui Ridge Trail,0,2,96720,96720,1,2,2022,Oahu,22,63335,135805,143.60001,Hawaii,0,271.61,2,631.3231408418826
15,Ainapo Cabin,0,9,96717,96717,3,1,2022,Hawaii,1,85365,162833,224.3,Oahu,0,325.666,1,740.0407877043725
15,Hipalau,0,9,96717,96717,3,1,2022,Kauai,2,85365,121090,154.60001,Oahu,0,242.18,1,585.2934854907562
15,Kaluahaulu,0,9,96717,96717,3,1,2022,Kauai,3,85365,121081,154.60001,Oahu,0,242.162,1,585.2792709899667
15,Kamananui Trail,0,9,96717,96717,3,1,2022,Oahu,4,85365,45832,60.400002,Oahu,0,91.664,1,76.38655557574566
15,Kaunala Trail,0,9,96717,96717,3,1,2022,Oahu,5,85365,35227,51.200001,Oahu,0,70.454,1,59.63713547885303
15,Kawaikoi,0,9,96717,96717,3,1,2022,Kauai,6,85365,134439,184.39999,Oahu,0,268.878,1,609.0434156061187
15,Keanakolu Ranger & Bunkhouse Cabins,0,9,96717,96717,3,1,2022,Hawaii,7,85365,157154,232.10001,Oahu,0,314.308,1,741.0714377062345
15,Kuaokala Trail,0,9,96717,96717,3,1,2022,Oahu,8,85365,99618,120.6,Oahu,0,199.236,1,161.33557107140493
15,Kulanaahane Trail,0,9,96717,96717,3,1,2022,Oahu,9,85365,45637,60.099998,Oahu,0,91.274,1,76.07857472530775
15,Kuliouou Trail,0,9,96717,96717,3,1,2022,Oahu,10,85365,59491,78.300003,Oahu,0,118.982,1,97.95942960718897
15,Lonomea,0,9,96717,96717,3,1,2022,Kauai,11,85365,116621,148.2,Oahu,0,233.242,1,578.2351961543097
15,Maakua Ridge Trail,0,9,96717,96717,3,1,2022,Oahu,12,85365,6507,13.8,Oahu,0,13.014,1,14.277084070766648
15,Manana Trail,0,9,96717,96717,3,1,2022,Oahu,13,85365,53425,68.900002,Oahu,0,106.85,1,88.37885607510499
15,Peacock Flats Campsite,1,9,96717,96717,3,1,2022,Oahu,14,85365,111497,167.10001,Oahu,0,222.994,1,180.09713272449193
15,Sugi Grove,0,9,96717,96717,3,1,2022,Kauai,15,85365,128551,168,Oahu,0,257.102,1,597.0773066452036
15,Waialae Cabin Campsite,0,9,96717,96717,3,1,2022,Kauai,16,85365,101072,130.7,Oahu,0,202.144,1,553.6772769570837
