"site","mean_value","id","zip"
1,-1.94025536378225e-12,5161,96714
2,-1.94025536378225e-12,5161,96714
3,-1.94025536378225e-12,5161,96714
4,-1.94025536378225e-12,5161,96714
5,-1.94025536378225e-12,5161,96714
6,-25.4176179652733,5161,96714
7,-1.94025536378225e-12,5161,96714
8,-1.94025536378225e-12,5161,96714
9,-1.94025536378225e-12,5161,96714
10,-1.94025536378225e-12,5161,96714
11,-1.94025536378225e-12,5161,96714
12,-1.94025536378225e-12,5161,96714
13,-1.94025536378225e-12,5161,96714
14,-1.94025536378225e-12,5161,96714
15,-1.94025536378225e-12,5161,96714
16,-1.94025536378225e-12,5161,96714
17,-1.94025536378225e-12,5161,96714
18,-1.94025536378225e-12,5161,96714
19,-1.94025536378225e-12,5161,96714
20,-1.94025536378225e-12,5161,96714
21,-1.94025536378225e-12,5161,96714
22,-1.94025536378225e-12,5161,96714
23,-25.4176179652733,5161,96714
1,-1.01863406598568e-11,5162,96766
2,-1.01863406598568e-11,5162,96766
3,-1.01863406598568e-11,5162,96766
4,-1.01863406598568e-11,5162,96766
5,-1.01863406598568e-11,5162,96766
6,-1.01863406598568e-11,5162,96766
7,-1.01863406598568e-11,5162,96766
8,-1.01863406598568e-11,5162,96766
9,-1.01863406598568e-11,5162,96766
10,-1.01863406598568e-11,5162,96766
11,-1.01863406598568e-11,5162,96766
12,-1.01863406598568e-11,5162,96766
13,-1.01863406598568e-11,5162,96766
14,-33.9319532831966,5162,96766
15,-1.01863406598568e-11,5162,96766
16,-1.01863406598568e-11,5162,96766
17,-1.01863406598568e-11,5162,96766
18,-1.01863406598568e-11,5162,96766
19,-1.01863406598568e-11,5162,96766
20,-1.01863406598568e-11,5162,96766
21,-1.01863406598568e-11,5162,96766
22,-1.01863406598568e-11,5162,96766
23,-33.9319532831966,5162,96766
1,1.94025536378225e-12,16,96744
2,1.94025536378225e-12,16,96744
3,1.94025536378225e-12,16,96744
4,1.94025536378225e-12,16,96744
5,1.94025536378225e-12,16,96744
6,1.94025536378225e-12,16,96744
7,1.94025536378225e-12,16,96744
8,1.94025536378225e-12,16,96744
9,1.94025536378225e-12,16,96744
10,1.94025536378225e-12,16,96744
11,1.94025536378225e-12,16,96744
12,1.94025536378225e-12,16,96744
13,1.94025536378225e-12,16,96744
14,1.94025536378225e-12,16,96744
15,-30.6404252475928,16,96744
16,1.94025536378225e-12,16,96744
17,1.94025536378225e-12,16,96744
18,1.94025536378225e-12,16,96744
19,1.94025536378225e-12,16,96744
20,1.94025536378225e-12,16,96744
21,1.94025536378225e-12,16,96744
22,1.94025536378225e-12,16,96744
23,-30.6404252475928,16,96744
1,-9.21621297796568e-12,5163,96792
2,-9.21621297796568e-12,5163,96792
3,-9.21621297796568e-12,5163,96792
4,-9.21621297796568e-12,5163,96792
5,-9.21621297796568e-12,5163,96792
6,-9.21621297796568e-12,5163,96792
7,-9.21621297796568e-12,5163,96792
8,-28.5940780040663,5163,96792
9,-9.21621297796568e-12,5163,96792
10,-9.21621297796568e-12,5163,96792
11,-9.21621297796568e-12,5163,96792
12,-9.21621297796568e-12,5163,96792
13,-9.21621297796568e-12,5163,96792
14,-31.9997755295791,5163,96792
15,-9.21621297796568e-12,5163,96792
16,-9.21621297796568e-12,5163,96792
17,-9.21621297796568e-12,5163,96792
18,-9.21621297796568e-12,5163,96792
19,-9.21621297796568e-12,5163,96792
20,-9.21621297796568e-12,5163,96792
21,-9.21621297796568e-12,5163,96792
22,-9.21621297796568e-12,5163,96792
23,-60.6765688217313,5163,96792
1,-7.76102145512899e-12,19,96722
2,-7.76102145512899e-12,19,96722
3,-7.76102145512899e-12,19,96722
4,-7.76102145512899e-12,19,96722
5,-7.76102145512899e-12,19,96722
6,-34.490636154495,19,96722
7,-7.76102145512899e-12,19,96722
