"site","mean_value","id","zip"
1,-4.85063840945562e-12,1,96727
2,-4.85063840945562e-12,1,96727
3,-4.85063840945562e-12,1,96727
4,-4.85063840945562e-12,1,96727
5,-4.85063840945562e-12,1,96727
6,-4.85063840945562e-12,1,96727
7,-4.85063840945562e-12,1,96727
8,-4.85063840945562e-12,1,96727
9,-4.85063840945562e-12,1,96727
10,-4.85063840945562e-12,1,96727
11,-4.85063840945562e-12,1,96727
12,-4.85063840945562e-12,1,96727
13,-4.85063840945562e-12,1,96727
14,-4.85063840945562e-12,1,96727
15,-4.85063840945562e-12,1,96727
16,-4.85063840945562e-12,1,96727
17,-4.85063840945562e-12,1,96727
18,-4.85063840945562e-12,1,96727
19,-22.1843766250888,1,96727
20,-4.85063840945562e-12,1,96727
21,-4.85063840945562e-12,1,96727
22,-22.1843766250888,1,96727
1,3.8805107275645e-12,3,96814
2,3.8805107275645e-12,3,96814
3,3.8805107275645e-12,3,96814
4,3.8805107275645e-12,3,96814
5,3.8805107275645e-12,3,96814
6,3.8805107275645e-12,3,96814
7,3.8805107275645e-12,3,96814
8,3.8805107275645e-12,3,96814
9,3.8805107275645e-12,3,96814
10,3.8805107275645e-12,3,96814
11,3.8805107275645e-12,3,96814
12,3.8805107275645e-12,3,96814
13,3.8805107275645e-12,3,96814
14,3.8805107275645e-12,3,96814
15,3.8805107275645e-12,3,96814
16,3.8805107275645e-12,3,96814
17,3.8805107275645e-12,3,96814
18,3.8805107275645e-12,3,96814
19,-132.112070433182,3,96814
20,3.8805107275645e-12,3,96814
21,3.8805107275645e-12,3,96814
22,-132.112070598202,3,96814
1,-2.91038304567337e-12,25,96822
2,-2.91038304567337e-12,25,96822
3,-2.91038304567337e-12,25,96822
4,-2.91038304567337e-12,25,96822
5,-2.91038304567337e-12,25,96822
6,-2.91038304567337e-12,25,96822
7,-33.2853479911866,25,96822
8,-2.91038304567337e-12,25,96822
9,-2.91038304567337e-12,25,96822
10,-2.91038304567337e-12,25,96822
11,-2.91038304567337e-12,25,96822
12,-2.91038304567337e-12,25,96822
13,-2.91038304567337e-12,25,96822
14,-2.91038304567337e-12,25,96822
15,-2.91038304567337e-12,25,96822
16,-2.91038304567337e-12,25,96822
17,-2.91038304567337e-12,25,96822
18,-2.91038304567337e-12,25,96822
19,-2.91038304567337e-12,25,96822
20,-2.91038304567337e-12,25,96822
21,-2.91038304567337e-12,25,96822
22,-33.2853479980244,25,96822
1,6.3058299322923e-12,26,96740
2,6.3058299322923e-12,26,96740
3,6.3058299322923e-12,26,96740
4,6.3058299322923e-12,26,96740
5,6.3058299322923e-12,26,96740
6,6.3058299322923e-12,26,96740
7,6.3058299322923e-12,26,96740
8,6.3058299322923e-12,26,96740
9,6.3058299322923e-12,26,96740
10,6.3058299322923e-12,26,96740
11,6.3058299322923e-12,26,96740
12,6.3058299322923e-12,26,96740
13,6.3058299322923e-12,26,96740
14,6.3058299322923e-12,26,96740
15,6.3058299322923e-12,26,96740
16,6.3058299322923e-12,26,96740
17,6.3058299322923e-12,26,96740
18,6.3058299322923e-12,26,96740
19,-164.733944856725,26,96740
20,6.3058299322923e-12,26,96740
21,6.3058299322923e-12,26,96740
22,-164.733944856725,26,96740
1,-6.79089377323786e-12,5166,96720
2,-6.79089377323786e-12,5166,96720
3,-6.79089377323786e-12,5166,96720
4,-6.79089377323786e-12,5166,96720
5,-6.79089377323786e-12,5166,96720
6,-6.79089377323786e-12,5166,96720
7,-6.79089377323786e-12,5166,96720
8,-6.79089377323786e-12,5166,96720
9,-6.79089377323786e-12,5166,96720
10,-6.79089377323786e-12,5166,96720
11,-6.79089377323786e-12,5166,96720
12,-6.79089377323786e-12,5166,96720
13,-6.79089377323786e-12,5166,96720
14,-6.79089377323786e-12,5166,96720
15,-6.79089377323786e-12,5166,96720
16,-6.79089377323786e-12,5166,96720
17,-6.79089377323786e-12,5166,96720
18,-6.79089377323786e-12,5166,96720
19,-148.258138443875,5166,96720
20,-6.79089377323786e-12,5166,96720
21,-6.79089377323786e-12,5166,96720
22,-148.258138508041,5166,96720
1,-9.70127681891127e-13,32,96744
2,-9.70127681891127e-13,32,96744
3,-9.70127681891127e-13,32,96744
4,-9.70127681891127e-13,32,96744
5,-9.70127681891127e-13,32,96744
6,-9.70127681891127e-13,32,96744
7,-37.2442420578503,32,96744
8,-9.70127681891127e-13,32,96744
9,-9.70127681891127e-13,32,96744
10,-9.70127681891127e-13,32,96744
11,-9.70127681891127e-13,32,96744
12,-9.70127681891127e-13,32,96744
13,-9.70127681891127e-13,32,96744
14,-9.70127681891127e-13,32,96744
15,-9.70127681891127e-13,32,96744
16,-9.70127681891127e-13,32,96744
17,-9.70127681891127e-13,32,96744
18,-9.70127681891127e-13,32,96744
19,-9.70127681891127e-13,32,96744
20,-9.70127681891127e-13,32,96744
21,-9.70127681891127e-13,32,96744
22,-37.2442420648949,32,96744
1,1.94025536378225e-12,5169,96813
2,1.94025536378225e-12,5169,96813
3,1.94025536378225e-12,5169,96813
4,1.94025536378225e-12,5169,96813
5,1.94025536378225e-12,5169,96813
6,1.94025536378225e-12,5169,96813
7,1.94025536378225e-12,5169,96813
8,1.94025536378225e-12,5169,96813
9,1.94025536378225e-12,5169,96813
10,1.94025536378225e-12,5169,96813
11,1.94025536378225e-12,5169,96813
12,1.94025536378225e-12,5169,96813
13,-36.5567326228644,5169,96813
14,1.94025536378225e-12,5169,96813
15,1.94025536378225e-12,5169,96813
16,1.94025536378225e-12,5169,96813
17,1.94025536378225e-12,5169,96813
18,1.94025536378225e-12,5169,96813
19,1.94025536378225e-12,5169,96813
20,1.94025536378225e-12,5169,96813
21,1.94025536378225e-12,5169,96813
22,-36.5567326228644,5169,96813
1,9.70127681891124e-12,47,96734
2,9.70127681891124e-12,47,96734
3,9.70127681891124e-12,47,96734
4,9.70127681891124e-12,47,96734
5,9.70127681891124e-12,47,96734
6,9.70127681891124e-12,47,96734
7,9.70127681891124e-12,47,96734
8,9.70127681891124e-12,47,96734
9,9.70127681891124e-12,47,96734
10,9.70127681891124e-12,47,96734
11,9.70127681891124e-12,47,96734
12,9.70127681891124e-12,47,96734
13,-33.7217204179678,47,96734
14,9.70127681891124e-12,47,96734
15,9.70127681891124e-12,47,96734
16,9.70127681891124e-12,47,96734
17,9.70127681891124e-12,47,96734
18,9.70127681891124e-12,47,96734
