id,parkname,year,zip,income,loss_rum_observed,loss_mdcev,loss_rum_52wk
1223,Ainapo Cabin,2018,96825,126346,-0.8013742629186641,0,-0.7339035916313982
1225,Ainapo Cabin,2018,96720,63335,-10.4016960679003,-2.9103830456733697e-12,-19.83012396649938
1226,Ainapo Cabin,2018,96785,55731,-21.25153008160371,-9.15516409692548,-27.454561161118143
1228,Ainapo Cabin,2018,96813,74170,-1.5369774436861046,-1.2126596023639e-11,-1.8592776719131032
1230,Ainapo Cabin,2018,96754,89471,-2.6244125040604707,7.275957614183429e-12,-1.2203182221246034
1236,Ainapo Cabin,2018,96814,63283,-1.7310322288256015,-1.3339255626002898e-11,-2.1563220689488642
1238,Ainapo Cabin,2018,96740,79506,-5.258203127232729,6.3058299322922994e-12,-11.552042227122948
1239,Ainapo Cabin,2018,96815,63773,-1.7193234160813466,-4.6081064889828394e-12,-2.0973837386157252
1240,Ainapo Cabin,2018,96816,90788,-2.2087137409156394,-6.3058299322922994e-12,-1.2126580960297064
1242,Ainapo Cabin,2018,96740,79506,-5.323250268475269,-9.70127681891123e-13,-12.030773195642123
1244,Ainapo Cabin,2018,96746,89212,-0.5630481449507195,-1.45519152283669e-12,-1.1968532593184167
1246,Ainapo Cabin,2018,96738,74869,-4.408625546334551,-8.246085296074549e-12,-11.394287500464392
1249,Ainapo Cabin,2018,96791,83889,-0.9979672673830388,0,-1.1409423559761487
125,Ainapo Cabin,2018,96743,90441,-4.5407098324966695,-7.761021455128989e-12,-12.095636450657915
1251,Ainapo Cabin,2018,96825,126346,-0.6931081954650895,-1.45519152283669e-11,-0.6425302288581559
1252,Ainapo Cabin,2018,96815,63773,-2.9137563863857365,4.6081064889828394e-12,-1.7579565994464628
1255,Ainapo Cabin,2018,96789,102228,-6.498806828694448,1.35817875464757e-11,-1.1018103790966298
1256,Ainapo Cabin,2018,96720,63335,-10.4016960679003,-6.5483618527650794e-12,-19.83012396649938
1258,Ainapo Cabin,2018,96740,79506,-5.379035724767429,-5.3357022504011794e-12,-12.52824557062769
1259,Ainapo Cabin,2018,96744,110939,-0.9382462036824546,1.45519152283669e-12,-0.9611710250495075
1261,Ainapo Cabin,2018,96720,63335,-20.8033921358006,1.9402553637822497e-12,-19.83012396649938
127,Ainapo Cabin,2018,96791,83889,-1.1453572684839042,-3.3954468866189297e-12,-1.3028456305362726
1270,Ainapo Cabin,2018,96743,90441,-4.482865514496183,9.70127681891123e-13,-11.614294094128503
1271,Ainapo Cabin,2018,96734,102242,-2.0931240788522385,-1.45519152283669e-12,-1.095031256771619
1272,Ainapo Cabin,2018,96743,90441,-4.5407098324966695,-7.761021455128989e-12,-12.095636450657915
1283,Ainapo Cabin,2018,96740,79506,-10.758071449534858,-4.8506384094556194e-12,-12.52824557062769
1285,Ainapo Cabin,2018,96744,110939,-0.9382462036824546,-1.06714045008024e-11,-0.9611710250495075
1289,Ainapo Cabin,2018,96744,110939,-0.8141081106760654,-5.3357022504011794e-12,-0.8416007927443535
1294,Ainapo Cabin,2018,96791,83889,-0.6460110462509387,-4.85063840945562e-13,-0.7659941638317651
1295,Ainapo Cabin,2018,96764,65000,-6.735893036563444,-4.6081064889828394e-12,-17.226532474142925
1296,Ainapo Cabin,2018,96815,63773,-1.7193234160813466,-5.0931703299283994e-12,-2.0973837386157252
1297,Ainapo Cabin,2018,96756,68889,-1.1703782409802423,0,-1.623800021486292
130,Ainapo Cabin,2018,96821,143032,-0.6436300119978091,2.9103830456733697e-12,-0.5967988291750985
1305,Ainapo Cabin,2018,96706,105161,-0.5893735016487882,1.35817875464757e-11,-0.8427839505208516
1306,Ainapo Cabin,2018,96818,79653,-0.9687405706374805,-4.8506384094556194e-12,-1.2176625875651015
1309,Ainapo Cabin,2018,96741,88424,-0.4615512233275174,0,-1.355518790375326
1311,Ainapo Cabin,2018,96826,51649,-1.9567289870012985,-5.5782341708739594e-12,-2.5378567310414244
1313,Ainapo Cabin,2018,96734,102242,-1.578352503802589,-1.45519152283669e-12,-0.8395826384332977
1316,Ainapo Cabin,2018,96789,102228,-1.8568019510555567,1.1641532182693498e-11,-1.1018103790966298
1317,Ainapo Cabin,2018,96789,102228,-0.9284009755277783,-4.85063840945562e-13,-1.1018103790966298
1328,Ainapo Cabin,2018,96704,52708,-12.979628496917842,-2.4253192047278097e-12,-19.902868470627823
1334,Ainapo Cabin,2018,96734,102242,-0.9104968653987813,-1.30967237055302e-11,-0.95886346514554
1338,Ainapo Cabin,2018,96740,79506,-5.379035724767429,-5.3357022504011794e-12,-12.52824557062769
134,Ainapo Cabin,2018,96756,68889,-0.6840559173602988,-5.8207660913467394e-12,-1.8578039205485661
1340,Ainapo Cabin,2018,96708,86950,-6.436021020578121,-4.8506384094556194e-12,-2.2335245269038113
1342,Ainapo Cabin,2018,96734,102242,-0.7891762519012945,-1.2611659864584599e-11,-0.8395826384332977
1347,Ainapo Cabin,2018,96701,94541,-1.1624048385856616,6.3058299322922994e-12,-1.3983719938818968
1354,Ainapo Cabin,2018,96734,102242,-1.0465620394261193,-1.2126596023639e-11,-1.095031256771619
1362,Ainapo Cabin,2018,96740,79506,-5.379035724767429,-5.3357022504011794e-12,-12.52824557062769
1364,Ainapo Cabin,2018,96763,55464,-2.0472502820075746,-7.03342569371065e-12,-1.0905455234143222
1365,Ainapo Cabin,2018,96797,93034,-1.0552222980009203,4.85063840945562e-13,-1.3426316537744236
1369,Ainapo Cabin,2018,96746,89212,-0.4806900970335828,1.9402553637822497e-12,-1.0457694786876732
1372,Ainapo Cabin,2018,96712,96297,-0.9594494006680859,-7.761021455128989e-12,-0.9890853397080722
1384,Ainapo Cabin,2018,96734,102242,-0.5872112091732252,1.11564683417479e-11,-0.6436001542928409
1388,Ainapo Cabin,2018,96738,74869,-4.408625546334551,2.9103830456733697e-12,-11.394287500464392
1397,Ainapo Cabin,2018,96826,51649,-1.9567289870012985,-5.0931703299283994e-12,-2.5378567310414244
1403,Ainapo Cabin,2018,96815,63773,-1.5197729729967573,-6.7908937732378594e-12,-1.8373106089679483
1406,Ainapo Cabin,2018,96720,63335,-10.4016960679003,-24.434649161177,-19.83012396649938
1407,Ainapo Cabin,2018,96789,102228,-2.785202926583335,-9.216212977965669e-12,-1.1018103790966298
1409,Ainapo Cabin,2018,96822,77275,-1.3021964587373698,4.85063840945562e-13,-1.5100903804624333
1411,Ainapo Cabin,2018,96734,102242,-1.0465620394261193,-1.2126596023639e-11,-1.095031256771619
1413,Ainapo Cabin,2018,96821,143032,-0.3491094190486042,9.701276818911229e-12,-0.3504843556183329
1423,Ainapo Cabin,2018,96822,77275,-1.481083721267832,-9.216212977965669e-12,-1.7240870835887963
1425,Ainapo Cabin,2018,96720,63335,-10.4016960679003,-6.5483618527650794e-12,-19.83012396649938
1435,Ainapo Cabin,2018,96743,90441,-4.482865514496183,-4.8506384094556194e-12,-11.614294094128503
1437,Ainapo Cabin,2018,96706,105161,-0.7926370144449165,5.3357022504011794e-12,-1.099044382870263
144,Ainapo Cabin,2018,96816,90788,-1.2624732602395778,-4.8506384094556194e-12,-1.3846965712212755
1442,Ainapo Cabin,2018,96720,63335,-10.444624021581047,-1.2126596023638998e-12,-20.649348825148767
1447,Ainapo Cabin,2018,96817,65231,-1.3177640020253698,-1.45519152283669e-12,-1.5872743406375465
1449,Ainapo Cabin,2018,96766,84663,-0.5486619555464934,-1.06714045008024e-11,-1.400803472466926
145,Ainapo Cabin,2018,96817,65231,-4.846932618618586,-1.3339255626002898e-11,-1.961988357441168
1451,Ainapo Cabin,2018,96725,74276,-7.746563253391305,4.85063840945562e-13,-13.962604780209238
1453,Ainapo Cabin,2018,96720,63335,-10.4016960679003,-2.9103830456733697e-12,-19.83012396649938
1473,Ainapo Cabin,2018,96813,74170,-1.3530818545507834,-8.246085296074549e-12,-1.628599068678108
1476,Ainapo Cabin,2018,96816,90788,-1.1043568704578197,-9.70127681891123e-13,-1.2126580960297064
1478,Ainapo Cabin,2018,96746,89212,-1.2179377036719397,1.0186340659856799e-11,-1.2803658363178263
1480,Ainapo Cabin,2018,96701,94541,-1.0141563870536827,-5.3357022504011794e-12,-1.224675800402517
1487,Ainapo Cabin,2018,96744,110939,-0.9382462036824546,1.45519152283669e-12,-0.9611710250495075
1502,Ainapo Cabin,2018,96701,94541,-2.324809677171323,-4.8506384094556194e-12,-1.3983719938818968
1509,Ainapo Cabin,2018,96822,77275,-1.3021964587373698,-7.761021455128989e-12,-1.5100903804624333
1511,Ainapo Cabin,2018,96720,63335,-20.8033921358006,-4.8506384094556194e-12,-19.83012396649938
1522,Ainapo Cabin,2018,96746,89212,-1.126096289901439,-1.2126596023639e-11,-1.1968532593184167
1525,Ainapo Cabin,2018,96796,83523,-0.3281562855679199,-5.3357022504011794e-12,-1.1192493115306639
1526,Ainapo Cabin,2018,96720,63335,-20.8033921358006,6.0632980118195194e-12,-19.83012396649938
1532,Ainapo Cabin,2018,96734,102242,-0.9104968653987813,-1.30967237055302e-11,-0.95886346514554
1535,Ainapo Cabin,2018,96706,105161,-0.7926370144449165,5.3357022504011794e-12,-1.099044382870263
1541,Ainapo Cabin,2018,96785,55731,-85.00612032641484,1.2126596023638998e-12,-27.454561161118143
1543,Ainapo Cabin,2018,96818,79653,-1.2718712520241657,-4.3655745685100594e-12,-1.587428923787713
1546,Ainapo Cabin,2018,96791,83889,-2.2907145369678084,-1.45519152283669e-12,-1.3028456305362726
1549,Ainapo Cabin,2018,96816,90788,-1.2624732602395778,-4.85063840945562e-13,-1.3846965712212755
1556,Ainapo Cabin,2018,96703,69615,-0.7262066115152039,4.8506384094556194e-12,-1.5990911325601458
1557,Ainapo Cabin,2018,96744,110939,-0.9382462036824546,2.4253192047278097e-12,-0.9611710250495075
1559,Ainapo Cabin,2018,96727,59937,-4.255478568444677,1.45519152283669e-12,-11.580784132607626
156,Ainapo Cabin,2018,96825,126346,-0.8013742629186641,2.9103830456733697e-12,-0.7339035916313982
1560,Ainapo Cabin,2018,96821,143032,-0.5544051082194749,-4.8506384094556194e-12,-0.5224661232815445
1561,Ainapo Cabin,2018,96720,63335,-20.889248043162095,-3.3954468866189297e-12,-20.649348825148767
1562,Ainapo Cabin,2018,96701,94541,-1.1624048385856616,-5.8207660913467394e-12,-1.3983719938818968
1563,Ainapo Cabin,2018,96819,81727,-2.827991197569609,-6.7908937732378594e-12,-1.7065562949080242
1564,Ainapo Cabin,2018,96816,90788,-1.1552966066147503,3.3954468866189297e-12,-1.2674976468040207
1568,Ainapo Cabin,2018,96782,93832,-0.9756131911293757,9.70127681891123e-13,-1.2321233228921098
157,Ainapo Cabin,2018,96813,74170,-1.3530818545507834,-1.45519152283669e-12,-1.628599068678108
1574,Ainapo Cabin,2018,96749,54094,-12.713142225900889,-1.9402553637822497e-12,-22.436326965086256
1575,Ainapo Cabin,2018,96740,79506,-5.379035724767429,-1.06714045008024e-11,-12.52824557062769
1577,Ainapo Cabin,2018,96725,74276,-7.746563253391305,4.85063840945562e-13,-13.962604780209238
1582,Ainapo Cabin,2018,96720,63335,-10.444624021581047,-1.2126596023638998e-12,-20.649348825148767
1584,Ainapo Cabin,2018,96797,93034,-1.0552222980009203,4.85063840945562e-13,-1.3426316537744236
1592,Ainapo Cabin,2018,96813,74170,-1.18554692293569,-1.0186340659856799e-11,-1.4264184717931558
1602,Ainapo Cabin,2018,96744,110939,-3.1411705148914977,-1.2611659864584599e-11,-0.8141025171216838
1603,Ainapo Cabin,2018,96740,79506,-10.704707953390741,2.4253192047278097e-12,-12.277130445924238
1608,Ainapo Cabin,2018,96732,83547,-6.4675580089504425,-1.45519152283669e-12,-2.9333847910427497
1613,Ainapo Cabin,2018,96720,63335,-10.4016960679003,-2.9103830456733697e-12,-19.83012396649938
1621,Ainapo Cabin,2018,96704,52708,-25.959256993835684,-2.9103830456733697e-12,-19.902868470627823
1643,Ainapo Cabin,2018,96728,70208,-8.447401136690766,6.7908937732378594e-12,-17.189067668761165
1645,Ainapo Cabin,2018,96816,90788,-1.2624732602395778,-4.3655745685100594e-12,-1.3846965712212755
1649,Ainapo Cabin,2018,96743,90441,-4.418190417557929,-3.3954468866189297e-12,-11.151268270109165
1650,Ainapo Cabin,2018,96782,93832,-1.119692741578819,-9.216212977965669e-12,-1.406854651065252
1651,Ainapo Cabin,2018,96766,84663,-0.5486619555464934,4.3655745685100594e-12,-1.400803472466926
1654,Ainapo Cabin,2018,96797,93034,-1.0552222980009203,-1.0186340659856799e-11,-1.3426316537744236
1665,Ainapo Cabin,2018,96743,90441,-4.5407098324966695,3.3954468866189297e-12,-12.095636450657915
1666,Ainapo Cabin,2018,96816,90788,-1.2624732602395778,-4.85063840945562e-13,-1.3846965712212755
1674,Ainapo Cabin,2018,96755,75746,-3.6006161915526937,-1.4066851387421298e-11,-9.490771000198936
1675,Ainapo Cabin,2018,96789,102228,-0.9284009755277783,-6.7908937732378594e-12,-1.1018103790966298
1676,Ainapo Cabin,2018,96786,63565,-1.5029808799133404,-8.246085296074549e-12,-1.764064818949048
168,Ainapo Cabin,2018,96780,31792,-7.797865589442913,-2.4253192047278097e-12,-21.522343308474422
1680,Ainapo Cabin,2018,96732,83547,-6.4675580089504425,2.9103830456733697e-12,-2.9333847910427497
1692,Ainapo Cabin,2018,96712,96297,-0.9594494006680859,-7.761021455128989e-12,-0.9890853397080722
1699,Ainapo Cabin,2018,96821,143032,-0.5544051082194749,-4.8506384094556194e-12,-0.5224661232815445
1701,Ainapo Cabin,2018,96740,79506,-5.323250268475269,9.70127681891123e-13,-12.030773195642123
1707,Ainapo Cabin,2018,96727,59937,-4.209646734350382,-7.518489534656209e-12,-11.12130419491196
1708,Ainapo Cabin,2018,96720,63335,-31.298195814487862,-7.275957614183429e-12,-20.372791357177537
1709,Ainapo Cabin,2018,96814,63283,-0.8929363071872825,-8.003553375601769e-12,-1.1115330615889103
171,Ainapo Cabin,2018,96815,63773,-1.5197729729967573,3.88051072756449e-12,-1.8373106089679483
1712,Ainapo Cabin,2018,96744,110939,-0.9382462036824546,1.45519152283669e-12,-0.9611710250495075
1717,Ainapo Cabin,2018,96740,79506,-10.646500536950539,-7.761021455128989e-12,-12.030773195642123
1719,Ainapo Cabin,2018,96741,88424,-0.4615512233275174,0,-1.355518790375326
1720,Ainapo Cabin,2018,96791,83889,-0.9979672673830388,0,-1.1409423559761487
1721,Ainapo Cabin,2018,96826,51649,-1.9567289870012985,-5.5782341708739594e-12,-2.5378567310414244
1726,Ainapo Cabin,2018,96822,77275,-1.3021964587373698,4.85063840945562e-13,-1.5100903804624333
173,Ainapo Cabin,2018,96826,51649,-3.913457974002597,-2.9103830456733697e-12,-2.5378567310414244
1730,Ainapo Cabin,2018,96741,88424,-0.4615512233275174,-6.7908937732378594e-12,-1.355518790375326
1736,Ainapo Cabin,2018,96706,105161,-0.7926370144449165,-1.0186340659856799e-11,-1.099044382870263
1737,Ainapo Cabin,2018,96712,96297,-1.3361063177584138,-1.45519152283669e-12,-0.7095165267860571
1738,Ainapo Cabin,2018,96722,66912,-0.6440898648085586,-2.9103830456733697e-12,-1.279088836247232
174,Ainapo Cabin,2018,96712,96297,-0.8322143114762611,-1.45519152283669e-12,-0.8660458528130389
1741,Ainapo Cabin,2018,96814,63283,-3.462064457651203,0,-2.1563220689488642
1749,Ainapo Cabin,2018,96734,102242,-0.9104968653987813,-1.30967237055302e-11,-0.95886346514554
1751,Ainapo Cabin,2018,96734,102242,-0.5044614830676101,-2.9103830456733697e-12,-0.5634643460248079
1752,Ainapo Cabin,2018,96727,59937,-12.72310962218475,2.4253192047278097e-12,-11.425669374881487
1753,Ainapo Cabin,2018,96785,55731,-21.05268287204947,-2.4253192047278097e-12,-26.35763996271018
1754,Ainapo Cabin,2018,96725,74276,-7.746563253391305,4.85063840945562e-13,-13.962604780209238
1755,Ainapo Cabin,2018,96720,63335,-10.4016960679003,-6.5483618527650794e-12,-19.83012396649938
1757,Ainapo Cabin,2018,96706,105161,-0.5061333978393403,-1.4066851387421298e-11,-0.737960347493491
1768,Ainapo Cabin,2018,96727,59937,-4.209646734350382,1.2126596023638998e-12,-11.12130419491196
177,Ainapo Cabin,2018,96816,90788,-2.5249465204791557,-4.3655745685100594e-12,-1.3846965712212755
1772,Ainapo Cabin,2018,96766,84663,-0.46824178621202733,-9.701276818911229e-12,-1.224137257800003
1775,Ainapo Cabin,2018,96814,63283,-1.7310322288256015,-8.973681057492889e-12,-2.1563220689488642
178,Ainapo Cabin,2018,96740,79506,-5.323250268475269,9.70127681891123e-13,-12.030773195642123
1781,Ainapo Cabin,2018,96734,102242,-1.0465620394261193,-1.2126596023639e-11,-1.095031256771619
1798,Ainapo Cabin,2018,96743,90441,-4.482865514496183,-4.8506384094556194e-12,-11.614294094128503
1805,Ainapo Cabin,2018,96740,79506,-10.758071449534858,-4.8506384094556194e-12,-12.52824557062769
1806,Ainapo Cabin,2018,96740,79506,-5.379035724767429,-1.06714045008024e-11,-12.52824557062769
1809,Ainapo Cabin,2018,96821,143032,-0.6436300119978091,2.9103830456733697e-12,-0.5967988291750985
1813,Ainapo Cabin,2018,96821,143032,-2.4809134565566002,9.70127681891123e-13,-0.577280571549872
1823,Ainapo Cabin,2018,96822,77275,-1.481083721267832,-9.216212977965669e-12,-1.7240870835887963
1827,Ainapo Cabin,2018,96734,102242,-1.0465620394261193,4.8506384094556194e-12,-1.095031256771619
1836,Ainapo Cabin,2018,96720,63335,-20.8033921358006,6.0632980118195194e-12,-19.83012396649938
184,Ainapo Cabin,2018,96819,81727,-1.4139955987848045,-9.70127681891123e-13,-1.7065562949080242
1841,Ainapo Cabin,2018,96749,54094,-12.836922297522444,0,-23.365360545311486
1844,Ainapo Cabin,2018,96815,63773,-1.3366233847213083,-1.45519152283669e-12,-1.6093346509836293
1847,Ainapo Cabin,2018,96734,102242,-0.9104968653987813,-1.30967237055302e-11,-0.95886346514554
1848,Ainapo Cabin,2018,96743,90441,-4.482865514496183,-4.8506384094556194e-12,-11.614294094128503
185,Ainapo Cabin,2018,96816,90788,-1.1043568704578197,-9.70127681891123e-13,-1.2126580960297064
1852,Ainapo Cabin,2018,96740,79506,-5.323250268475269,9.70127681891123e-13,-12.030773195642123
1858,Ainapo Cabin,2018,96797,93034,-1.0552222980009203,-7.275957614183429e-12,-1.3426316537744236
187,Ainapo Cabin,2018,96741,88424,-0.7863572665490421,-1.9402553637822497e-12,-1.184584287740136
1878,Ainapo Cabin,2018,96754,89471,-0.47904033290637515,-4.85063840945562e-13,-0.9315685418278604
1881,Ainapo Cabin,2018,96734,102242,-1.0465620394261193,4.8506384094556194e-12,-1.095031256771619
1882,Ainapo Cabin,2018,96727,59937,-4.255478568444677,1.45519152283669e-12,-11.580784132607626
1895,Ainapo Cabin,2018,96701,94541,-0.8812894088022399,-2.9103830456733697e-12,-1.072482198868102
1898,Ainapo Cabin,2018,96746,89212,-1.9749357354055186,-6.7908937732378594e-12,-1.3696846166482428
1906,Ainapo Cabin,2018,96716,75417,-0.3049057262838004,-5.3357022504011794e-12,-1.3163464956983322
1908,Ainapo Cabin,2018,96863,102242,-2.872720459613612,6.7908937732378594e-12,-0.9733175736105206
1913,Ainapo Cabin,2018,96712,96297,-0.7193772893959789,2.4253192047278097e-12,-0.7582750849879489
1917,Ainapo Cabin,2018,96720,63335,-20.8033921358006,-4.8506384094556194e-12,-19.83012396649938
1930,Ainapo Cabin,2018,96822,77275,-1.481083721267832,-1.6492170592149098e-11,-1.7240870835887963
1938,Ainapo Cabin,2018,96734,102242,-0.9104968653987813,-1.30967237055302e-11,-0.95886346514554
1942,Ainapo Cabin,2018,96712,96297,-0.9594494006680859,0,-0.9890853397080722
1957,Ainapo Cabin,2018,96786,63565,-1.5029808799133404,2.42531920472781e-13,-1.764064818949048
1958,Ainapo Cabin,2018,96826,51649,-1.7386397177062531,7.518489534656209e-12,-2.2235312195549932
196,Ainapo Cabin,2018,96813,74170,-4.610932331058313,-2.4253192047278097e-12,-1.8592776719131032
1964,Ainapo Cabin,2018,96722,66912,-0.6440898648085586,0,-1.279088836247232
197,Ainapo Cabin,2018,96738,74869,-4.408625546334551,-8.246085296074549e-12,-11.394287500464392
1972,Ainapo Cabin,2018,96813,74170,-4.421621451681402,-2.4253192047278097e-12,-1.7789837074871138
1988,Ainapo Cabin,2018,96817,65231,-1.696632050432396,-2.9103830456733697e-12,-2.068668723202408
1989,Ainapo Cabin,2018,96783,42375,-9.373192786381983,-20.0656720807735,-21.626028093373392
1994,Ainapo Cabin,2018,96740,79506,-5.323250268475269,9.70127681891123e-13,-12.030773195642123
1995,Ainapo Cabin,2018,96717,85365,-1.2888391553467746,-1.06714045008024e-11,-1.2562244010194625
2004,Ainapo Cabin,2018,96716,75417,-0.5619972276702127,-5.3357022504011794e-12,-1.2306331349044728
2006,Ainapo Cabin,2018,96782,93832,-0.732430783687825,-1.9402553637822497e-12,-0.9448836332954914
2013,Ainapo Cabin,2018,96825,126346,-0.8013742629186641,1.45519152283669e-12,-0.7339035916313982
2015,Ainapo Cabin,2018,96755,75746,-3.6006161915526937,-1.4066851387421298e-11,-9.490771000198936
2019,Ainapo Cabin,2018,96753,79074,-6.508985123670516,-6.3058299322922994e-12,-2.7821558024102413
2021,Ainapo Cabin,2018,96701,94541,-0.8812894088022399,1.9402553637822497e-12,-1.072482198868102
2022,Ainapo Cabin,2018,96743,90441,-4.482865514496183,-4.8506384094556194e-12,-11.614294094128503
